Código do Nível Geográfico;Nível Geográfico;Código do Item Geográfico;Item Geográfico;Ordem Geográfica;Código do Item Temporal;Nível Temporal;Item Temporal;Residência em 31/07/2005, UF;Residência em 31/07/2005, UF (código);Residência em 31/07/2005, UF (ordem);Residência em 31/07/2005, UF, município ou país estrangeiro;Residência em 31/07/2005, UF, município ou país estrangeiro (código);Residência em 31/07/2005, UF, município ou país estrangeiro (ordem);Frequência;Observações
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;ES, Espirito Santo;32;8;Unidade da Federação / Município;1;1;505;23
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;GO, Goias;52;9;Unidade da Federação / Município;1;1;660;30
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;MA, Maranhão;21;10;Unidade da Federação / Município;1;1;326;16
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;MT, Mato Grosso;51;11;Unidade da Federação / Município;1;1;1861;92
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;MS, Mato Grosso do Sul;50;12;Unidade da Federação / Município;1;1;1900;96
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;MG, Minas Gerais;31;13;Unidade da Federação / Município;1;1;3059;146
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;PA, Para;15;14;Unidade da Federação / Município;1;1;837;42
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;PB, Paraíba;25;15;Unidade da Federação / Município;1;1;718;33
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;PE, Pernambuco;26;17;Unidade da Federação / Município;1;1;877;46
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;PI, Piauí;22;18;Unidade da Federação / Município;1;1;319;15
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;RJ, Rio de Janeiro;33;19;Unidade da Federação / Município;1;1;3299;159
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;RN, Rio Grande do Norte;24;20;Unidade da Federação / Município;1;1;205;8
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;RS, Rio Grande do Sul;43;21;Unidade da Federação / Município;1;1;5764;279
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;RO, Rondônia;11;22;Unidade da Federação / Município;1;1;1345;66
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;SC, Santa Catarina;42;24;Unidade da Federação / Município;1;1;12515;613
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;SP, São Paulo;35;25;Unidade da Federação / Município;1;1;21267;1026
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;SE, Sergipe;28;26;Unidade da Federação / Município;1;1;223;10
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;TO, Tocantins;17;27;Unidade da Federação / Município;1;1;129;6
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010; Não Sabe UF;99;28;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;Ignorado;88;88;Unidade da Federação / Município;1;1;7227;352
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;BA, Bahia;29;5;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;CE, Ceara;23;6;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;ES, Espirito Santo;32;8;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;GO, Goias;52;9;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;MA, Maranhão;21;10;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;MT, Mato Grosso;51;11;Unidade da Federação / Município;1;1;106;11
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;MS, Mato Grosso do Sul;50;12;Unidade da Federação / Município;1;1;53;6
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;MG, Minas Gerais;31;13;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;PA, Para;15;14;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;PE, Pernambuco;26;17;Unidade da Federação / Município;1;1;97;13
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;RJ, Rio de Janeiro;33;19;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;RN, Rio Grande do Norte;24;20;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;RS, Rio Grande do Sul;43;21;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;RO, Rondônia;11;22;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;SC, Santa Catarina;42;24;Unidade da Federação / Município;1;1;423;45
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;SP, São Paulo;35;25;Unidade da Federação / Município;1;1;341;42
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;SE, Sergipe;28;26;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;Ignorado;88;88;Unidade da Federação / Município;1;1;587;60
9235;Município (2010);4109500;GUARAQUEÇABA;18;2010;8030;31/07/2010;BA, Bahia;29;5;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4109500;GUARAQUEÇABA;18;2010;8030;31/07/2010;SC, Santa Catarina;42;24;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4109500;GUARAQUEÇABA;18;2010;8030;31/07/2010;SP, São Paulo;35;25;Unidade da Federação / Município;1;1;44;15
9235;Município (2010);4109500;GUARAQUEÇABA;18;2010;8030;31/07/2010;Ignorado;88;88;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;BA, Bahia;29;5;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;CE, Ceara;23;6;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;DF, Distrito Federal;53;7;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;ES, Espirito Santo;32;8;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;MS, Mato Grosso do Sul;50;12;Unidade da Federação / Município;1;1;70;6
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;MG, Minas Gerais;31;13;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;RS, Rio Grande do Sul;43;21;Unidade da Federação / Município;1;1;139;13
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;SC, Santa Catarina;42;24;Unidade da Federação / Município;1;1;752;70
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;SP, São Paulo;35;25;Unidade da Federação / Município;1;1;222;17
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;Ignorado;88;88;Unidade da Federação / Município;1;1;264;24
9235;Município (2010);4111258;ITAPERUÇU;20;2010;8030;31/07/2010;DF, Distrito Federal;53;7;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4111258;ITAPERUÇU;20;2010;8030;31/07/2010;RJ, Rio de Janeiro;33;19;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4111258;ITAPERUÇU;20;2010;8030;31/07/2010;RS, Rio Grande do Sul;43;21;Unidade da Federação / Município;1;1;116;10
9235;Município (2010);4111258;ITAPERUÇU;20;2010;8030;31/07/2010;SC, Santa Catarina;42;24;Unidade da Federação / Município;1;1;102;9
9235;Município (2010);4111258;ITAPERUÇU;20;2010;8030;31/07/2010;SP, São Paulo;35;25;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4111258;ITAPERUÇU;20;2010;8030;31/07/2010;Ignorado;88;88;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4113205;LAPA;21;2010;8030;31/07/2010;MT, Mato Grosso;51;11;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4113205;LAPA;21;2010;8030;31/07/2010;MS, Mato Grosso do Sul;50;12;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4113205;LAPA;21;2010;8030;31/07/2010;MG, Minas Gerais;31;13;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4113205;LAPA;21;2010;8030;31/07/2010;RJ, Rio de Janeiro;33;19;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4113205;LAPA;21;2010;8030;31/07/2010;RS, Rio Grande do Sul;43;21;Unidade da Federação / Município;1;1;60;6
9235;Município (2010);4113205;LAPA;21;2010;8030;31/07/2010;SC, Santa Catarina;42;24;Unidade da Federação / Município;1;1;226;19
9235;Município (2010);4113205;LAPA;21;2010;8030;31/07/2010;SP, São Paulo;35;25;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4113205;LAPA;21;2010;8030;31/07/2010;Ignorado;88;88;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4114302;MANDIRITUBA;22;2010;8030;31/07/2010;MT, Mato Grosso;51;11;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4114302;MANDIRITUBA;22;2010;8030;31/07/2010;MG, Minas Gerais;31;13;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4114302;MANDIRITUBA;22;2010;8030;31/07/2010;SC, Santa Catarina;42;24;Unidade da Federação / Município;1;1;58;6
9235;Município (2010);4114302;MANDIRITUBA;22;2010;8030;31/07/2010;SP, São Paulo;35;25;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4114302;MANDIRITUBA;22;2010;8030;31/07/2010;Ignorado;88;88;Unidade da Federação / Município;1;1;92;10
9235;Município (2010);4115705;MATINHOS;23;2010;8030;31/07/2010;DF, Distrito Federal;53;7;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4115705;MATINHOS;23;2010;8030;31/07/2010;MA, Maranhão;21;10;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4115705;MATINHOS;23;2010;8030;31/07/2010;MT, Mato Grosso;51;11;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4115705;MATINHOS;23;2010;8030;31/07/2010;MS, Mato Grosso do Sul;50;12;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4115705;MATINHOS;23;2010;8030;31/07/2010;MG, Minas Gerais;31;13;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4115705;MATINHOS;23;2010;8030;31/07/2010;RJ, Rio de Janeiro;33;19;Unidade da Federação / Município;1;1;79;8
9235;Município (2010);4115705;MATINHOS;23;2010;8030;31/07/2010;RS, Rio Grande do Sul;43;21;Unidade da Federação / Município;1;1;115;10
9235;Município (2010);4115705;MATINHOS;23;2010;8030;31/07/2010;RO, Rondônia;11;22;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4115705;MATINHOS;23;2010;8030;31/07/2010;SC, Santa Catarina;42;24;Unidade da Federação / Município;1;1;248;23
9235;Município (2010);4115705;MATINHOS;23;2010;8030;31/07/2010;SP, São Paulo;35;25;Unidade da Federação / Município;1;1;306;30
9235;Município (2010);4115705;MATINHOS;23;2010;8030;31/07/2010;Ignorado;88;88;Unidade da Federação / Município;1;1;208;19
9235;Município (2010);4116208;MORRETES;24;2010;8030;31/07/2010;AL, Alagoas;27;2;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4116208;MORRETES;24;2010;8030;31/07/2010;BA, Bahia;29;5;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4116208;MORRETES;24;2010;8030;31/07/2010;MT, Mato Grosso;51;11;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4116208;MORRETES;24;2010;8030;31/07/2010;MS, Mato Grosso do Sul;50;12;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4116208;MORRETES;24;2010;8030;31/07/2010;RJ, Rio de Janeiro;33;19;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4116208;MORRETES;24;2010;8030;31/07/2010;RS, Rio Grande do Sul;43;21;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4116208;MORRETES;24;2010;8030;31/07/2010;RO, Rondônia;11;22;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4116208;MORRETES;24;2010;8030;31/07/2010;SC, Santa Catarina;42;24;Unidade da Federação / Município;1;1;45;10
9235;Município (2010);4116208;MORRETES;24;2010;8030;31/07/2010;SP, São Paulo;35;25;Unidade da Federação / Município;1;1;29;6
9235;Município (2010);4116208;MORRETES;24;2010;8030;31/07/2010;Ignorado;88;88;Unidade da Federação / Município;1;1;75;16
9235;Município (2010);4118204;PARANAGUÁ;25;2010;8030;31/07/2010;AL, Alagoas;27;2;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4118204;PARANAGUÁ;25;2010;8030;31/07/2010;BA, Bahia;29;5;Unidade da Federação / Município;1;1;95;9
9235;Município (2010);4118204;PARANAGUÁ;25;2010;8030;31/07/2010;CE, Ceara;23;6;Unidade da Federação / Município;1;1;102;7
9235;Município (2010);4118204;PARANAGUÁ;25;2010;8030;31/07/2010;GO, Goias;52;9;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4118204;PARANAGUÁ;25;2010;8030;31/07/2010;MT, Mato Grosso;51;11;Unidade da Federação / Município;1;1;61;6
9235;Município (2010);4118204;PARANAGUÁ;25;2010;8030;31/07/2010;MS, Mato Grosso do Sul;50;12;Unidade da Federação / Município;1;1;69;7
9235;Município (2010);4118204;PARANAGUÁ;25;2010;8030;31/07/2010;MG, Minas Gerais;31;13;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4118204;PARANAGUÁ;25;2010;8030;31/07/2010;PA, Para;15;14;Unidade da Federação / Município;1;1;72;7
9235;Município (2010);4118204;PARANAGUÁ;25;2010;8030;31/07/2010;PB, Paraíba;25;15;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4118204;PARANAGUÁ;25;2010;8030;31/07/2010;PE, Pernambuco;26;17;Unidade da Federação / Município;1;1;72;6
9235;Município (2010);4118204;PARANAGUÁ;25;2010;8030;31/07/2010;PI, Piauí;22;18;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4118204;PARANAGUÁ;25;2010;8030;31/07/2010;RJ, Rio de Janeiro;33;19;Unidade da Federação / Município;1;1;174;17
9235;Município (2010);4118204;PARANAGUÁ;25;2010;8030;31/07/2010;RS, Rio Grande do Sul;43;21;Unidade da Federação / Município;1;1;282;25
9235;Município (2010);4118204;PARANAGUÁ;25;2010;8030;31/07/2010;RO, Rondônia;11;22;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4118204;PARANAGUÁ;25;2010;8030;31/07/2010;SC, Santa Catarina;42;24;Unidade da Federação / Município;1;1;543;54
9235;Município (2010);4118204;PARANAGUÁ;25;2010;8030;31/07/2010;SP, São Paulo;35;25;Unidade da Federação / Município;1;1;740;70
9235;Município (2010);4118204;PARANAGUÁ;25;2010;8030;31/07/2010;Ignorado;88;88;Unidade da Federação / Município;1;1;494;50
9235;Município (2010);4119103;PIÊN;26;2010;8030;31/07/2010;RS, Rio Grande do Sul;43;21;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4119103;PIÊN;26;2010;8030;31/07/2010;SC, Santa Catarina;42;24;Unidade da Federação / Município;1;1;355;78
9235;Município (2010);4119103;PIÊN;26;2010;8030;31/07/2010;SP, São Paulo;35;25;Unidade da Federação / Município;1;1;41;10
9235;Município (2010);4119103;PIÊN;26;2010;8030;31/07/2010;Ignorado;88;88;Unidade da Federação / Município;1;1;69;12
9235;Município (2010);4119152;PINHAIS;27;2010;8030;31/07/2010;AC, Acre;12;1;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4119152;PINHAIS;27;2010;8030;31/07/2010;AM, Amazonas;13;4;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4119152;PINHAIS;27;2010;8030;31/07/2010;BA, Bahia;29;5;Unidade da Federação / Município;1;1;314;16
9235;Município (2010);4119152;PINHAIS;27;2010;8030;31/07/2010;DF, Distrito Federal;53;7;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4119152;PINHAIS;27;2010;8030;31/07/2010;ES, Espirito Santo;32;8;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4119152;PINHAIS;27;2010;8030;31/07/2010;MA, Maranhão;21;10;Unidade da Federação / Município;1;1;64;9
9235;Município (2010);4119152;PINHAIS;27;2010;8030;31/07/2010;MT, Mato Grosso;51;11;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4119152;PINHAIS;27;2010;8030;31/07/2010;MS, Mato Grosso do Sul;50;12;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4119152;PINHAIS;27;2010;8030;31/07/2010;MG, Minas Gerais;31;13;Unidade da Federação / Município;1;1;127;13
9235;Município (2010);4119152;PINHAIS;27;2010;8030;31/07/2010;PA, Para;15;14;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4119152;PINHAIS;27;2010;8030;31/07/2010;PE, Pernambuco;26;17;Unidade da Federação / Município;1;1;75;8
9235;Município (2010);4119152;PINHAIS;27;2010;8030;31/07/2010;PI, Piauí;22;18;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4119152;PINHAIS;27;2010;8030;31/07/2010;RJ, Rio de Janeiro;33;19;Unidade da Federação / Município;1;1;73;8
9235;Município (2010);4119152;PINHAIS;27;2010;8030;31/07/2010;RN, Rio Grande do Norte;24;20;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4119152;PINHAIS;27;2010;8030;31/07/2010;RS, Rio Grande do Sul;43;21;Unidade da Federação / Município;1;1;167;18
9235;Município (2010);4119152;PINHAIS;27;2010;8030;31/07/2010;RO, Rondônia;11;22;Unidade da Federação / Município;1;1;83;8
9235;Município (2010);4119152;PINHAIS;27;2010;8030;31/07/2010;SC, Santa Catarina;42;24;Unidade da Federação / Município;1;1;518;49
9235;Município (2010);4119152;PINHAIS;27;2010;8030;31/07/2010;SP, São Paulo;35;25;Unidade da Federação / Município;1;1;1476;139
9235;Município (2010);4119152;PINHAIS;27;2010;8030;31/07/2010;Ignorado;88;88;Unidade da Federação / Município;1;1;813;80
9235;Município (2010);4119509;PIRAQUARA;28;2010;8030;31/07/2010;AL, Alagoas;27;2;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4119509;PIRAQUARA;28;2010;8030;31/07/2010;BA, Bahia;29;5;Unidade da Federação / Município;1;1;146;15
9235;Município (2010);4119509;PIRAQUARA;28;2010;8030;31/07/2010;CE, Ceara;23;6;Unidade da Federação / Município;1;1;69;6
9235;Município (2010);4119509;PIRAQUARA;28;2010;8030;31/07/2010;ES, Espirito Santo;32;8;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4119509;PIRAQUARA;28;2010;8030;31/07/2010;MT, Mato Grosso;51;11;Unidade da Federação / Município;1;1;76;8
9235;Município (2010);4119509;PIRAQUARA;28;2010;8030;31/07/2010;MS, Mato Grosso do Sul;50;12;Unidade da Federação / Município;1;1;64;7
9235;Município (2010);4119509;PIRAQUARA;28;2010;8030;31/07/2010;MG, Minas Gerais;31;13;Unidade da Federação / Município;1;1;128;13
9235;Município (2010);4119509;PIRAQUARA;28;2010;8030;31/07/2010;PA, Para;15;14;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4119509;PIRAQUARA;28;2010;8030;31/07/2010;PB, Paraíba;25;15;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4119509;PIRAQUARA;28;2010;8030;31/07/2010;PE, Pernambuco;26;17;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4119509;PIRAQUARA;28;2010;8030;31/07/2010;PI, Piauí;22;18;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4119509;PIRAQUARA;28;2010;8030;31/07/2010;RJ, Rio de Janeiro;33;19;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4119509;PIRAQUARA;28;2010;8030;31/07/2010;RS, Rio Grande do Sul;43;21;Unidade da Federação / Município;1;1;252;22
9235;Município (2010);4119509;PIRAQUARA;28;2010;8030;31/07/2010;RO, Rondônia;11;22;Unidade da Federação / Município;1;1;142;11
9235;Município (2010);4119509;PIRAQUARA;28;2010;8030;31/07/2010;SC, Santa Catarina;42;24;Unidade da Federação / Município;1;1;379;33
9235;Município (2010);4119509;PIRAQUARA;28;2010;8030;31/07/2010;SP, São Paulo;35;25;Unidade da Federação / Município;1;1;683;62
9235;Município (2010);4119509;PIRAQUARA;28;2010;8030;31/07/2010;TO, Tocantins;17;27;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4119509;PIRAQUARA;28;2010;8030;31/07/2010;Ignorado;88;88;Unidade da Federação / Município;1;1;825;80
9235;Município (2010);4119954;PONTAL DO PARANÁ;29;2010;8030;31/07/2010;AL, Alagoas;27;2;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4119954;PONTAL DO PARANÁ;29;2010;8030;31/07/2010;BA, Bahia;29;5;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4119954;PONTAL DO PARANÁ;29;2010;8030;31/07/2010;DF, Distrito Federal;53;7;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4119954;PONTAL DO PARANÁ;29;2010;8030;31/07/2010;ES, Espirito Santo;32;8;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4119954;PONTAL DO PARANÁ;29;2010;8030;31/07/2010;GO, Goias;52;9;Unidade da Federação / Município;1;1;40;7
9235;Município (2010);4119954;PONTAL DO PARANÁ;29;2010;8030;31/07/2010;MA, Maranhão;21;10;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4119954;PONTAL DO PARANÁ;29;2010;8030;31/07/2010;MT, Mato Grosso;51;11;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4119954;PONTAL DO PARANÁ;29;2010;8030;31/07/2010;MS, Mato Grosso do Sul;50;12;Unidade da Federação / Município;1;1;43;9
9235;Município (2010);4119954;PONTAL DO PARANÁ;29;2010;8030;31/07/2010;MG, Minas Gerais;31;13;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4119954;PONTAL DO PARANÁ;29;2010;8030;31/07/2010;PA, Para;15;14;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4119954;PONTAL DO PARANÁ;29;2010;8030;31/07/2010;PB, Paraíba;25;15;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4119954;PONTAL DO PARANÁ;29;2010;8030;31/07/2010;RS, Rio Grande do Sul;43;21;Unidade da Federação / Município;1;1;107;22
9235;Município (2010);4119954;PONTAL DO PARANÁ;29;2010;8030;31/07/2010;RO, Rondônia;11;22;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4119954;PONTAL DO PARANÁ;29;2010;8030;31/07/2010;SC, Santa Catarina;42;24;Unidade da Federação / Município;1;1;298;55
9235;Município (2010);4119954;PONTAL DO PARANÁ;29;2010;8030;31/07/2010;SP, São Paulo;35;25;Unidade da Federação / Município;1;1;272;53
9235;Município (2010);4119954;PONTAL DO PARANÁ;29;2010;8030;31/07/2010;SE, Sergipe;28;26;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4119954;PONTAL DO PARANÁ;29;2010;8030;31/07/2010;Ignorado;88;88;Unidade da Federação / Município;1;1;255;50
9235;Município (2010);4120101;PORTO AMAZONAS;30;2010;8030;31/07/2010;MA, Maranhão;21;10;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4120101;PORTO AMAZONAS;30;2010;8030;31/07/2010;PA, Para;15;14;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4120101;PORTO AMAZONAS;30;2010;8030;31/07/2010;SC, Santa Catarina;42;24;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4120101;PORTO AMAZONAS;30;2010;8030;31/07/2010;Ignorado;88;88;Unidade da Federação / Município;1;1;21;8
9235;Município (2010);4120804;QUATRO BARRAS;31;2010;8030;31/07/2010;BA, Bahia;29;5;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4120804;QUATRO BARRAS;31;2010;8030;31/07/2010;DF, Distrito Federal;53;7;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4120804;QUATRO BARRAS;31;2010;8030;31/07/2010;ES, Espirito Santo;32;8;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4120804;QUATRO BARRAS;31;2010;8030;31/07/2010;MA, Maranhão;21;10;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4120804;QUATRO BARRAS;31;2010;8030;31/07/2010;MT, Mato Grosso;51;11;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4120804;QUATRO BARRAS;31;2010;8030;31/07/2010;MS, Mato Grosso do Sul;50;12;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4120804;QUATRO BARRAS;31;2010;8030;31/07/2010;MG, Minas Gerais;31;13;Unidade da Federação / Município;1;1;53;10
9235;Município (2010);4120804;QUATRO BARRAS;31;2010;8030;31/07/2010;RJ, Rio de Janeiro;33;19;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4120804;QUATRO BARRAS;31;2010;8030;31/07/2010;RS, Rio Grande do Sul;43;21;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4120804;QUATRO BARRAS;31;2010;8030;31/07/2010;RO, Rondônia;11;22;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4120804;QUATRO BARRAS;31;2010;8030;31/07/2010;SC, Santa Catarina;42;24;Unidade da Federação / Município;1;1;78;15
9235;Município (2010);4120804;QUATRO BARRAS;31;2010;8030;31/07/2010;SP, São Paulo;35;25;Unidade da Federação / Município;1;1;272;55
9235;Município (2010);4120804;QUATRO BARRAS;31;2010;8030;31/07/2010;Ignorado;88;88;Unidade da Federação / Município;1;1;67;13
9235;Município (2010);4121208;QUITANDINHA;32;2010;8030;31/07/2010;BA, Bahia;29;5;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4121208;QUITANDINHA;32;2010;8030;31/07/2010;DF, Distrito Federal;53;7;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4121208;QUITANDINHA;32;2010;8030;31/07/2010;MT, Mato Grosso;51;11;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4121208;QUITANDINHA;32;2010;8030;31/07/2010;MG, Minas Gerais;31;13;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4121208;QUITANDINHA;32;2010;8030;31/07/2010;SC, Santa Catarina;42;24;Unidade da Federação / Município;1;1;59;11
9235;Município (2010);4121208;QUITANDINHA;32;2010;8030;31/07/2010;SP, São Paulo;35;25;Unidade da Federação / Município;1;1;X;X
9235;Município (2010);4121208;QUITANDINHA;32;2010;8030;31/07/2010;Ignorado;88;88;Unidade da Federação / Município;1;1;45;9
9235;Município (2010);4122206;RIO BRANCO DO SUL;33;2010;8030;31/07/2010;MS, Mato Grosso do Sul;50;12;Unidade da Federação / Município;1;1;X;X
