Código do Nível Geográfico;Nível Geográfico;Código do Item Geográfico;Item Geográfico;Ordem Geográfica;Código do Item Temporal;Nível Temporal;Item Temporal;Residência em 31/07/2005, município;Residência em 31/07/2005, município (código);Residência em 31/07/2005, município (ordem);Frequência;Observações
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;SÃO JOSÉ DA BOA VISTA;4125407;4125407;X;X
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;SÃO JOSÉ DAS PALMEIRAS;4125456;4125456;X;X
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;SÃO JOSÉ DOS PINHAIS;4125506;4125506;1604;78
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;SÃO MATEUS DO SUL;4125605;4125605;595;30
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;SÃO MIGUEL DO IGUAÇU;4125704;4125704;112;6
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;SÃO PEDRO DO IVAÍ;4125803;4125803;X;X
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;SÃO TOMÉ;4126108;4126108;X;X
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;SARANDI;4126256;4126256;X;X
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;SENGÉS;4126306;4126306;X;X
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;SIQUEIRA CAMPOS;4126603;4126603;420;20
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;SULINA;4126652;4126652;X;X
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;TAPEJARA;4126801;4126801;X;X
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;TAPIRA;4126900;4126900;X;X
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;TEIXEIRA SOARES;4127007;4127007;X;X
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;TELÊMACO BORBA;4127106;4127106;730;39
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;TERRA RICA;4127304;4127304;X;X
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;TERRA ROXA;4127403;4127403;X;X
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;TIBAGI;4127502;4127502;X;X
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;TIJUCAS DO SUL;4127601;4127601;X;X
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;TOLEDO;4127700;4127700;606;32
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;TOMAZINA;4127809;4127809;100;6
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;TRÊS BARRAS DO PARANÁ;4127858;4127858;X;X
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;TUNAS DO PARANÁ;4127882;4127882;X;X
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;TURVO;4127965;4127965;106;8
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;UBIRATÃ;4128005;4128005;X;X
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;UMUARAMA;4128104;4128104;448;19
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;UNIÃO DA VITÓRIA;4128203;4128203;778;33
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;URAÍ;4128401;4128401;X;X
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;WENCESLAU BRAZ;4128500;4128500;179;8
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;VENTANIA;4128534;4128534;147;8
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;VERA CRUZ DO OESTE;4128559;4128559;X;X
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;VERÊ;4128609;4128609;X;X
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;DOUTOR ULYSSES;4128633;4128633;X;X
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;VIRMOND;4128658;4128658;X;X
9235;Município (2010);4106902;CURITIBA;16;2010;8030;31/07/2010;PR, NÃO SABE MUNICÍPIO;4199999;4199999;477;22
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;ABATIÁ;4100103;4100103;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;AGUDOS DO SUL;4100301;4100301;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;ALMIRANTE TAMANDARÉ;4100400;4100400;95;10
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;ALTAMIRA DO PARANÁ;4100459;4100459;65;6
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;ALVORADA DO SUL;4100806;4100806;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;APUCARANA;4101408;4101408;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;ARAPONGAS;4101507;4101507;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;ARAPOTI;4101606;4101606;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;ARAUCÁRIA;4101804;4101804;234;24
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;ASSAÍ;4101903;4101903;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;ASTORGA;4102109;4102109;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;BARBOSA FERRAZ;4102505;4102505;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;BOCAIÚVA DO SUL;4103107;4103107;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;CAMBIRA;4103800;4103800;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;CAMPINA DA LAGOA;4103909;4103909;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;CAMPINA GRANDE DO SUL;4104006;4104006;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;CAMPO MAGRO;4104253;4104253;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;CAMPO MOURÃO;4104303;4104303;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;CAPITÃO LEÔNIDAS MARQUES;4104600;4104600;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;CASCAVEL;4104808;4104808;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;CASTRO;4104907;4104907;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;CERRO AZUL;4105201;4105201;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;CHOPINZINHO;4105409;4105409;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;CIANORTE;4105508;4105508;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;COLOMBO;4105805;4105805;127;11
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;COLORADO;4105904;4105904;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;CRUZEIRO DO OESTE;4106605;4106605;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;CURITIBA;4106902;4106902;5922;590
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;FAXINAL;4107603;4107603;74;9
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;FAZENDA RIO GRANDE;4107652;4107652;3893;389
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;FÊNIX;4107702;4107702;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;FOZ DO IGUAÇU;4108304;4108304;99;12
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;GOIOERÊ;4108601;4108601;92;7
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;GRANDES RIOS;4108700;4108700;93;6
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;GUAÍRA;4108809;4108809;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;GUAPIRAMA;4109005;4109005;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;GUARAPUAVA;4109401;4109401;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;GUARATUBA;4109609;4109609;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;IBAITI;4109708;4109708;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;IBIPORÃ;4109807;4109807;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;IMBAÚ;4110078;4110078;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;IMBITUVA;4110102;4110102;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;IPORÃ;4110607;4110607;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;ITAPERUÇU;4111258;4111258;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;IVAIPORÃ;4111506;4111506;85;8
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;JACAREZINHO;4111803;4111803;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;JAPIRA;4112306;4112306;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;LAPA;4113205;4113205;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;LONDRINA;4113700;4113700;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;MAMBORÊ;4114005;4114005;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;MANDIRITUBA;4114302;4114302;127;17
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;MANOEL RIBAS;4114500;4114500;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;MARINGÁ;4115200;4115200;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;MATINHOS;4115705;4115705;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;MEDIANEIRA;4115804;4115804;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;MORRETES;4116208;4116208;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;NOVA SANTA ROSA;4117222;4117222;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;ORTIGUEIRA;4117305;4117305;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;PALMAS;4117602;4117602;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;PALMEIRA;4117701;4117701;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;PALMITAL;4117800;4117800;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;PARANAGUÁ;4118204;4118204;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;PARANAVAÍ;4118402;4118402;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;PEABIRU;4118808;4118808;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;PINHAIS;4119152;4119152;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;PINHALÃO;4119202;4119202;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;PIRAQUARA;4119509;4119509;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;PITANGA;4119608;4119608;79;7
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;PONTA GROSSA;4119905;4119905;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;PONTAL DO PARANÁ;4119954;4119954;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;PORTO VITÓRIA;4120309;4120309;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;QUATRO BARRAS;4120804;4120804;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;QUEDAS DO IGUAÇU;4120903;4120903;63;6
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;QUITANDINHA;4121208;4121208;120;12
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;RESERVA;4121703;4121703;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;RIO AZUL;4122008;4122008;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;RIO NEGRO;4122305;4122305;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;ROLÂNDIA;4122404;4122404;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;SÃO CARLOS DO IVAÍ;4124608;4124608;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;SÃO JOÃO DO IVAÍ;4125001;4125001;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;SÃO JOÃO DO TRIUNFO;4125100;4125100;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;SÃO JORGE DO PATROCÍNIO;4125357;4125357;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;SÃO JOSÉ DOS PINHAIS;4125506;4125506;247;25
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;SÃO MATEUS DO SUL;4125605;4125605;109;14
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;SENGÉS;4126306;4126306;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;SIQUEIRA CAMPOS;4126603;4126603;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;TAPEJARA;4126801;4126801;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;TELÊMACO BORBA;4127106;4127106;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;TOLEDO;4127700;4127700;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;TRÊS BARRAS DO PARANÁ;4127858;4127858;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;TUNAS DO PARANÁ;4127882;4127882;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;UMUARAMA;4128104;4128104;62;7
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;UNIÃO DA VITÓRIA;4128203;4128203;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;ALTO PARAÍSO;4128625;4128625;X;X
9235;Município (2010);4107652;FAZENDA RIO GRANDE;17;2010;8030;31/07/2010;PR, NÃO SABE MUNICÍPIO;4199999;4199999;X;X
9235;Município (2010);4109500;GUARAQUEÇABA;18;2010;8030;31/07/2010;ANTONINA;4101200;4101200;46;15
9235;Município (2010);4109500;GUARAQUEÇABA;18;2010;8030;31/07/2010;BALSA NOVA;4102307;4102307;X;X
9235;Município (2010);4109500;GUARAQUEÇABA;18;2010;8030;31/07/2010;CAMPINA GRANDE DO SUL;4104006;4104006;X;X
9235;Município (2010);4109500;GUARAQUEÇABA;18;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;X;X
9235;Município (2010);4109500;GUARAQUEÇABA;18;2010;8030;31/07/2010;CONTENDA;4106209;4106209;X;X
9235;Município (2010);4109500;GUARAQUEÇABA;18;2010;8030;31/07/2010;CURITIBA;4106902;4106902;77;26
9235;Município (2010);4109500;GUARAQUEÇABA;18;2010;8030;31/07/2010;FOZ DO IGUAÇU;4108304;4108304;X;X
9235;Município (2010);4109500;GUARAQUEÇABA;18;2010;8030;31/07/2010;GUARAQUEÇABA;4109500;4109500;45;14
9235;Município (2010);4109500;GUARAQUEÇABA;18;2010;8030;31/07/2010;ICARAÍMA;4109906;4109906;X;X
9235;Município (2010);4109500;GUARAQUEÇABA;18;2010;8030;31/07/2010;PARANAGUÁ;4118204;4118204;108;39
9235;Município (2010);4109500;GUARAQUEÇABA;18;2010;8030;31/07/2010;PINHAIS;4119152;4119152;X;X
9235;Município (2010);4109500;GUARAQUEÇABA;18;2010;8030;31/07/2010;PONTAL DO PARANÁ;4119954;4119954;X;X
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;ANTONINA;4101200;4101200;X;X
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;APUCARANA;4101408;4101408;90;8
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;ARAPONGAS;4101507;4101507;X;X
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;ARAUCÁRIA;4101804;4101804;X;X
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;CAMBÉ;4103701;4103701;X;X
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;CAPANEMA;4104501;4104501;X;X
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;CASCAVEL;4104808;4104808;73;7
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;CHOPINZINHO;4105409;4105409;X;X
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;CIANORTE;4105508;4105508;X;X
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;COLOMBO;4105805;4105805;88;9
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;CURITIBA;4106902;4106902;2045;205
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;FAZENDA RIO GRANDE;4107652;4107652;X;X
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;FOZ DO IGUAÇU;4108304;4108304;X;X
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;FRANCISCO BELTRÃO;4108403;4108403;X;X
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;GUAÍRA;4108809;4108809;X;X
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;GUARATUBA;4109609;4109609;733;73
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;LONDRINA;4113700;4113700;76;8
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;MARINGÁ;4115200;4115200;111;13
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;MATINHOS;4115705;4115705;X;X
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;MORRETES;4116208;4116208;X;X
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;NOVA ESPERANÇA;4116901;4116901;X;X
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;PALMAS;4117602;4117602;X;X
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;PALMEIRA;4117701;4117701;X;X
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;PARANAGUÁ;4118204;4118204;244;23
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;PINHAIS;4119152;4119152;X;X
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;PIRAQUARA;4119509;4119509;X;X
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;PITANGA;4119608;4119608;X;X
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;PONTA GROSSA;4119905;4119905;116;12
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;PONTAL DO PARANÁ;4119954;4119954;X;X
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;PORECATU;4120002;4120002;X;X
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;QUEDAS DO IGUAÇU;4120903;4120903;X;X
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;RESERVA;4121703;4121703;X;X
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;SÃO JOÃO DO IVAÍ;4125001;4125001;X;X
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;SÃO JOSÉ DOS PINHAIS;4125506;4125506;237;26
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;SERTANEJA;4126405;4126405;X;X
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;SIQUEIRA CAMPOS;4126603;4126603;X;X
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;TELÊMACO BORBA;4127106;4127106;X;X
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;TIJUCAS DO SUL;4127601;4127601;X;X
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;UNIÃO DA VITÓRIA;4128203;4128203;X;X
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;VITORINO;4128708;4128708;X;X
9235;Município (2010);4109609;GUARATUBA;19;2010;8030;31/07/2010;PR, NÃO SABE MUNICÍPIO;4199999;4199999;X;X
9235;Município (2010);4111258;ITAPERUÇU;20;2010;8030;31/07/2010;ALMIRANTE TAMANDARÉ;4100400;4100400;83;10
9235;Município (2010);4111258;ITAPERUÇU;20;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;X;X
9235;Município (2010);4111258;ITAPERUÇU;20;2010;8030;31/07/2010;CAMPO MAGRO;4104253;4104253;X;X
9235;Município (2010);4111258;ITAPERUÇU;20;2010;8030;31/07/2010;CASTRO;4104907;4104907;99;10
9235;Município (2010);4111258;ITAPERUÇU;20;2010;8030;31/07/2010;CERRO AZUL;4105201;4105201;X;X
9235;Município (2010);4111258;ITAPERUÇU;20;2010;8030;31/07/2010;COLOMBO;4105805;4105805;X;X
9235;Município (2010);4111258;ITAPERUÇU;20;2010;8030;31/07/2010;CURITIBA;4106902;4106902;301;32
9235;Município (2010);4111258;ITAPERUÇU;20;2010;8030;31/07/2010;FAZENDA RIO GRANDE;4107652;4107652;X;X
9235;Município (2010);4111258;ITAPERUÇU;20;2010;8030;31/07/2010;ITAPERUÇU;4111258;4111258;203;20
9235;Município (2010);4111258;ITAPERUÇU;20;2010;8030;31/07/2010;IVAÍ;4111407;4111407;X;X
9235;Município (2010);4111258;ITAPERUÇU;20;2010;8030;31/07/2010;IVAIPORÃ;4111506;4111506;X;X
9235;Município (2010);4111258;ITAPERUÇU;20;2010;8030;31/07/2010;PIRAQUARA;4119509;4119509;X;X
9235;Município (2010);4111258;ITAPERUÇU;20;2010;8030;31/07/2010;PONTA GROSSA;4119905;4119905;X;X
9235;Município (2010);4111258;ITAPERUÇU;20;2010;8030;31/07/2010;QUEDAS DO IGUAÇU;4120903;4120903;X;X
9235;Município (2010);4111258;ITAPERUÇU;20;2010;8030;31/07/2010;RIO BRANCO DO SUL;4122206;4122206;292;27
9235;Município (2010);4111258;ITAPERUÇU;20;2010;8030;31/07/2010;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9235;Município (2010);4113205;LAPA;21;2010;8030;31/07/2010;ALMIRANTE TAMANDARÉ;4100400;4100400;X;X
9235;Município (2010);4113205;LAPA;21;2010;8030;31/07/2010;ANTÔNIO OLINTO;4101309;4101309;X;X
9235;Município (2010);4113205;LAPA;21;2010;8030;31/07/2010;ARAUCÁRIA;4101804;4101804;X;X
9235;Município (2010);4113205;LAPA;21;2010;8030;31/07/2010;ASSAÍ;4101903;4101903;X;X
9235;Município (2010);4113205;LAPA;21;2010;8030;31/07/2010;BALSA NOVA;4102307;4102307;X;X
9235;Município (2010);4113205;LAPA;21;2010;8030;31/07/2010;CAMPO DO TENENTE;4104105;4104105;X;X
9235;Município (2010);4113205;LAPA;21;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;X;X
9235;Município (2010);4113205;LAPA;21;2010;8030;31/07/2010;CAMPO MAGRO;4104253;4104253;X;X
9235;Município (2010);4113205;LAPA;21;2010;8030;31/07/2010;CARAMBEÍ;4104659;4104659;X;X
9235;Município (2010);4113205;LAPA;21;2010;8030;31/07/2010;CASCAVEL;4104808;4104808;127;13
9235;Município (2010);4113205;LAPA;21;2010;8030;31/07/2010;CERRO AZUL;4105201;4105201;X;X
9235;Município (2010);4113205;LAPA;21;2010;8030;31/07/2010;COLOMBO;4105805;4105805;174;18
9235;Município (2010);4113205;LAPA;21;2010;8030;31/07/2010;CONTENDA;4106209;4106209;X;X
9235;Município (2010);4113205;LAPA;21;2010;8030;31/07/2010;CURITIBA;4106902;4106902;403;41
9235;Município (2010);4113205;LAPA;21;2010;8030;31/07/2010;DOIS VIZINHOS;4107207;4107207;X;X
9235;Município (2010);4113205;LAPA;21;2010;8030;31/07/2010;FAZENDA RIO GRANDE;4107652;4107652;X;X
9235;Município (2010);4113205;LAPA;21;2010;8030;31/07/2010;FOZ DO IGUAÇU;4108304;4108304;X;X
9235;Município (2010);4113205;LAPA;21;2010;8030;31/07/2010;GUARAPUAVA;4109401;4109401;66;8
9235;Município (2010);4113205;LAPA;21;2010;8030;31/07/2010;LAPA;4113205;4113205;387;37
9235;Município (2010);4113205;LAPA;21;2010;8030;31/07/2010;LARANJEIRAS DO SUL;4113304;4113304;X;X
9235;Município (2010);4113205;LAPA;21;2010;8030;31/07/2010;LOANDA;4113502;4113502;X;X
9235;Município (2010);4113205;LAPA;21;2010;8030;31/07/2010;LONDRINA;4113700;4113700;X;X
9235;Município (2010);4113205;LAPA;21;2010;8030;31/07/2010;MANDAGUARI;4114203;4114203;X;X
9235;Município (2010);4113205;LAPA;21;2010;8030;31/07/2010;NOVA ESPERANÇA;4116901;4116901;X;X
9235;Município (2010);4113205;LAPA;21;2010;8030;31/07/2010;PALMAS;4117602;4117602;X;X
