Código do Nível Geográfico;Nível Geográfico;Código do Item Geográfico;Item Geográfico;Ordem Geográfica;Código do Item Temporal;Nível Temporal;Item Temporal;Residência em 31/07/2005, município;Residência em 31/07/2005, município (código);Residência em 31/07/2005, município (ordem);Frequência;Observações
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;CAMBÉ;4103701;4103701;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;CAMPINA GRANDE DO SUL;4104006;4104006;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;CAMPO DO TENENTE;4104105;4104105;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;166;18
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;CAMPO MAGRO;4104253;4104253;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;CAMPO MOURÃO;4104303;4104303;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;CÂNDIDO DE ABREU;4104402;4104402;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;CANDÓI;4104428;4104428;88;6
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;CAPANEMA;4104501;4104501;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;CARAMBEÍ;4104659;4104659;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;CARLÓPOLIS;4104709;4104709;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;CASCAVEL;4104808;4104808;84;8
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;CASTRO;4104907;4104907;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;CATANDUVAS;4105003;4105003;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;CERRO AZUL;4105201;4105201;41;6
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;COLOMBO;4105805;4105805;189;19
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;CONGONHINHAS;4106001;4106001;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;CONTENDA;4106209;4106209;139;12
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;CORNÉLIO PROCÓPIO;4106407;4106407;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;CORONEL VIVIDA;4106506;4106506;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;CORUMBATAÍ DO SUL;4106555;4106555;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;CRUZEIRO DO OESTE;4106605;4106605;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;CRUZ MACHADO;4106803;4106803;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;CURITIBA;4106902;4106902;4419;415
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;CURIÚVA;4107009;4107009;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;DIAMANTE DO NORTE;4107108;4107108;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;FAZENDA RIO GRANDE;4107652;4107652;344;33
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;FÊNIX;4107702;4107702;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;FIGUEIRA;4107751;4107751;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;FOZ DO IGUAÇU;4108304;4108304;78;9
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;FRANCISCO ALVES;4108320;4108320;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;FRANCISCO BELTRÃO;4108403;4108403;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;GOIOERÊ;4108601;4108601;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;GUARAPUAVA;4109401;4109401;99;9
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;GUARAQUEÇABA;4109500;4109500;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;IBAITI;4109708;4109708;101;8
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;ICARAÍMA;4109906;4109906;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;IMBAÚ;4110078;4110078;62;6
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;IMBITUVA;4110102;4110102;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;INÁCIO MARTINS;4110201;4110201;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;IRATI;4110706;4110706;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;IRETAMA;4110805;4110805;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;IVAIPORÃ;4111506;4111506;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;JAGUARIAÍVA;4112009;4112009;81;6
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;JAPIRA;4112306;4112306;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;JUNDIAÍ DO SUL;4112900;4112900;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;LAPA;4113205;4113205;462;42
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;LARANJAL;4113254;4113254;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;LARANJEIRAS DO SUL;4113304;4113304;53;7
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;LEÓPOLIS;4113403;4113403;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;LONDRINA;4113700;4113700;44;6
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;LUIZIANA;4113734;4113734;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;MALLET;4113908;4113908;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;MANDIRITUBA;4114302;4114302;92;11
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;MANFRINÓPOLIS;4114351;4114351;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;MANGUEIRINHA;4114401;4114401;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;MARILÂNDIA DO SUL;4114906;4114906;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;MARINGÁ;4115200;4115200;132;10
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;MARIÓPOLIS;4115309;4115309;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;MATINHOS;4115705;4115705;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;MIRADOR;4115903;4115903;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;ORTIGUEIRA;4117305;4117305;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;PALMAS;4117602;4117602;65;6
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;PALMITAL;4117800;4117800;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;PARANAGUÁ;4118204;4118204;151;13
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;PARANAVAÍ;4118402;4118402;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;PATO BRANCO;4118501;4118501;82;7
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;PINHAIS;4119152;4119152;78;9
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;PINHÃO;4119301;4119301;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;PIRAÍ DO SUL;4119400;4119400;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;PIRAQUARA;4119509;4119509;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;PITANGA;4119608;4119608;73;6
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;PONTA GROSSA;4119905;4119905;190;15
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;PONTAL DO PARANÁ;4119954;4119954;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;QUEDAS DO IGUAÇU;4120903;4120903;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;QUITANDINHA;4121208;4121208;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;RESERVA;4121703;4121703;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;RIBEIRÃO DO PINHAL;4121901;4121901;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;RIO BONITO DO IGUAÇU;4122156;4122156;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;RIO BRANCO DO SUL;4122206;4122206;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;ROLÂNDIA;4122404;4122404;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;RONCADOR;4122503;4122503;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;SANTA AMÉLIA;4123105;4123105;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;SANTA IZABEL DO OESTE;4123808;4123808;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;SANTA TEREZINHA DE ITAIPU;4124053;4124053;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;SÃO JOÃO DO IVAÍ;4125001;4125001;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;SÃO JOÃO DO TRIUNFO;4125100;4125100;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;SÃO JORGE D'OESTE;4125209;4125209;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;SÃO JORGE DO PATROCÍNIO;4125357;4125357;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;SÃO JOSÉ DOS PINHAIS;4125506;4125506;217;22
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;SÃO MATEUS DO SUL;4125605;4125605;107;11
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;SÃO MIGUEL DO IGUAÇU;4125704;4125704;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;SIQUEIRA CAMPOS;4126603;4126603;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;TELÊMACO BORBA;4127106;4127106;347;30
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;TOLEDO;4127700;4127700;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;UMUARAMA;4128104;4128104;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;UNIÃO DA VITÓRIA;4128203;4128203;61;6
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;WENCESLAU BRAZ;4128500;4128500;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;VENTANIA;4128534;4128534;X;X
9235;Município (2010);4101804;ARAUCÁRIA;6;2010;8030;31/07/2010;PR, NÃO SABE MUNICÍPIO;4199999;4199999;X;X
9235;Município (2010);4102307;BALSA NOVA;7;2010;8030;31/07/2010;ALMIRANTE TAMANDARÉ;4100400;4100400;X;X
9235;Município (2010);4102307;BALSA NOVA;7;2010;8030;31/07/2010;ANTONINA;4101200;4101200;X;X
9235;Município (2010);4102307;BALSA NOVA;7;2010;8030;31/07/2010;APUCARANA;4101408;4101408;X;X
9235;Município (2010);4102307;BALSA NOVA;7;2010;8030;31/07/2010;ARAUCÁRIA;4101804;4101804;39;7
9235;Município (2010);4102307;BALSA NOVA;7;2010;8030;31/07/2010;ASSAÍ;4101903;4101903;X;X
9235;Município (2010);4102307;BALSA NOVA;7;2010;8030;31/07/2010;BALSA NOVA;4102307;4102307;171;36
9235;Município (2010);4102307;BALSA NOVA;7;2010;8030;31/07/2010;CAMPINA GRANDE DO SUL;4104006;4104006;X;X
9235;Município (2010);4102307;BALSA NOVA;7;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;699;135
9235;Município (2010);4102307;BALSA NOVA;7;2010;8030;31/07/2010;CAMPO MOURÃO;4104303;4104303;X;X
9235;Município (2010);4102307;BALSA NOVA;7;2010;8030;31/07/2010;CASCAVEL;4104808;4104808;X;X
9235;Município (2010);4102307;BALSA NOVA;7;2010;8030;31/07/2010;CERRO AZUL;4105201;4105201;X;X
9235;Município (2010);4102307;BALSA NOVA;7;2010;8030;31/07/2010;COLOMBO;4105805;4105805;X;X
9235;Município (2010);4102307;BALSA NOVA;7;2010;8030;31/07/2010;CURITIBA;4106902;4106902;189;42
9235;Município (2010);4102307;BALSA NOVA;7;2010;8030;31/07/2010;FIGUEIRA;4107751;4107751;49;8
9235;Município (2010);4102307;BALSA NOVA;7;2010;8030;31/07/2010;FOZ DO IGUAÇU;4108304;4108304;X;X
9235;Município (2010);4102307;BALSA NOVA;7;2010;8030;31/07/2010;GUARAPUAVA;4109401;4109401;X;X
9235;Município (2010);4102307;BALSA NOVA;7;2010;8030;31/07/2010;IMBITUVA;4110102;4110102;X;X
9235;Município (2010);4102307;BALSA NOVA;7;2010;8030;31/07/2010;INÁCIO MARTINS;4110201;4110201;X;X
9235;Município (2010);4102307;BALSA NOVA;7;2010;8030;31/07/2010;IPIRANGA;4110508;4110508;X;X
9235;Município (2010);4102307;BALSA NOVA;7;2010;8030;31/07/2010;IRATI;4110706;4110706;X;X
9235;Município (2010);4102307;BALSA NOVA;7;2010;8030;31/07/2010;ITAPERUÇU;4111258;4111258;X;X
9235;Município (2010);4102307;BALSA NOVA;7;2010;8030;31/07/2010;IVAÍ;4111407;4111407;X;X
9235;Município (2010);4102307;BALSA NOVA;7;2010;8030;31/07/2010;LAPA;4113205;4113205;X;X
9235;Município (2010);4102307;BALSA NOVA;7;2010;8030;31/07/2010;LARANJEIRAS DO SUL;4113304;4113304;X;X
9235;Município (2010);4102307;BALSA NOVA;7;2010;8030;31/07/2010;MAMBORÊ;4114005;4114005;26;6
9235;Município (2010);4102307;BALSA NOVA;7;2010;8030;31/07/2010;ORTIGUEIRA;4117305;4117305;X;X
9235;Município (2010);4102307;BALSA NOVA;7;2010;8030;31/07/2010;PALMEIRA;4117701;4117701;X;X
9235;Município (2010);4102307;BALSA NOVA;7;2010;8030;31/07/2010;PINHAIS;4119152;4119152;X;X
9235;Município (2010);4102307;BALSA NOVA;7;2010;8030;31/07/2010;PIRAQUARA;4119509;4119509;X;X
9235;Município (2010);4102307;BALSA NOVA;7;2010;8030;31/07/2010;PONTA GROSSA;4119905;4119905;35;6
9235;Município (2010);4102307;BALSA NOVA;7;2010;8030;31/07/2010;PORECATU;4120002;4120002;X;X
9235;Município (2010);4102307;BALSA NOVA;7;2010;8030;31/07/2010;PORTO AMAZONAS;4120101;4120101;X;X
9235;Município (2010);4102307;BALSA NOVA;7;2010;8030;31/07/2010;PRUDENTÓPOLIS;4120606;4120606;X;X
9235;Município (2010);4102307;BALSA NOVA;7;2010;8030;31/07/2010;RESERVA;4121703;4121703;44;7
9235;Município (2010);4102307;BALSA NOVA;7;2010;8030;31/07/2010;RIO AZUL;4122008;4122008;X;X
9235;Município (2010);4102307;BALSA NOVA;7;2010;8030;31/07/2010;SÃO JORGE D'OESTE;4125209;4125209;X;X
9235;Município (2010);4102307;BALSA NOVA;7;2010;8030;31/07/2010;UNIÃO DA VITÓRIA;4128203;4128203;X;X
9235;Município (2010);4102307;BALSA NOVA;7;2010;8030;31/07/2010;VENTANIA;4128534;4128534;X;X
9235;Município (2010);4102307;BALSA NOVA;7;2010;8030;31/07/2010;PR, NÃO SABE MUNICÍPIO;4199999;4199999;X;X
9235;Município (2010);4103107;BOCAIÚVA DO SUL;8;2010;8030;31/07/2010;ADRIANÓPOLIS;4100202;4100202;X;X
9235;Município (2010);4103107;BOCAIÚVA DO SUL;8;2010;8030;31/07/2010;ARAPONGAS;4101507;4101507;X;X
9235;Município (2010);4103107;BOCAIÚVA DO SUL;8;2010;8030;31/07/2010;BOCAIÚVA DO SUL;4103107;4103107;249;53
9235;Município (2010);4103107;BOCAIÚVA DO SUL;8;2010;8030;31/07/2010;CAMPINA GRANDE DO SUL;4104006;4104006;85;20
9235;Município (2010);4103107;BOCAIÚVA DO SUL;8;2010;8030;31/07/2010;CAMPO DO TENENTE;4104105;4104105;19;6
9235;Município (2010);4103107;BOCAIÚVA DO SUL;8;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;X;X
9235;Município (2010);4103107;BOCAIÚVA DO SUL;8;2010;8030;31/07/2010;CAMPO MAGRO;4104253;4104253;X;X
9235;Município (2010);4103107;BOCAIÚVA DO SUL;8;2010;8030;31/07/2010;CERRO AZUL;4105201;4105201;51;11
9235;Município (2010);4103107;BOCAIÚVA DO SUL;8;2010;8030;31/07/2010;COLOMBO;4105805;4105805;163;32
9235;Município (2010);4103107;BOCAIÚVA DO SUL;8;2010;8030;31/07/2010;CONGONHINHAS;4106001;4106001;X;X
9235;Município (2010);4103107;BOCAIÚVA DO SUL;8;2010;8030;31/07/2010;CURITIBA;4106902;4106902;396;74
9235;Município (2010);4103107;BOCAIÚVA DO SUL;8;2010;8030;31/07/2010;FAZENDA RIO GRANDE;4107652;4107652;X;X
9235;Município (2010);4103107;BOCAIÚVA DO SUL;8;2010;8030;31/07/2010;GUARATUBA;4109609;4109609;X;X
9235;Município (2010);4103107;BOCAIÚVA DO SUL;8;2010;8030;31/07/2010;IMBITUVA;4110102;4110102;X;X
9235;Município (2010);4103107;BOCAIÚVA DO SUL;8;2010;8030;31/07/2010;ITAMBÉ;4111100;4111100;X;X
9235;Município (2010);4103107;BOCAIÚVA DO SUL;8;2010;8030;31/07/2010;IVAIPORÃ;4111506;4111506;X;X
9235;Município (2010);4103107;BOCAIÚVA DO SUL;8;2010;8030;31/07/2010;JAGUARIAÍVA;4112009;4112009;X;X
9235;Município (2010);4103107;BOCAIÚVA DO SUL;8;2010;8030;31/07/2010;MANDIRITUBA;4114302;4114302;X;X
9235;Município (2010);4103107;BOCAIÚVA DO SUL;8;2010;8030;31/07/2010;MANOEL RIBAS;4114500;4114500;29;7
9235;Município (2010);4103107;BOCAIÚVA DO SUL;8;2010;8030;31/07/2010;MORRETES;4116208;4116208;32;7
9235;Município (2010);4103107;BOCAIÚVA DO SUL;8;2010;8030;31/07/2010;PALMEIRA;4117701;4117701;X;X
9235;Município (2010);4103107;BOCAIÚVA DO SUL;8;2010;8030;31/07/2010;PINHAIS;4119152;4119152;87;16
9235;Município (2010);4103107;BOCAIÚVA DO SUL;8;2010;8030;31/07/2010;PIRAQUARA;4119509;4119509;X;X
9235;Município (2010);4103107;BOCAIÚVA DO SUL;8;2010;8030;31/07/2010;QUITANDINHA;4121208;4121208;X;X
9235;Município (2010);4103107;BOCAIÚVA DO SUL;8;2010;8030;31/07/2010;RIO BRANCO DO IVAÍ;4122172;4122172;X;X
9235;Município (2010);4103107;BOCAIÚVA DO SUL;8;2010;8030;31/07/2010;RIO BRANCO DO SUL;4122206;4122206;X;X
9235;Município (2010);4103107;BOCAIÚVA DO SUL;8;2010;8030;31/07/2010;RONCADOR;4122503;4122503;X;X
9235;Município (2010);4103107;BOCAIÚVA DO SUL;8;2010;8030;31/07/2010;SANTA MARIA DO OESTE;4123857;4123857;X;X
9235;Município (2010);4103107;BOCAIÚVA DO SUL;8;2010;8030;31/07/2010;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9235;Município (2010);4103107;BOCAIÚVA DO SUL;8;2010;8030;31/07/2010;TUNAS DO PARANÁ;4127882;4127882;155;28
9235;Município (2010);4103107;BOCAIÚVA DO SUL;8;2010;8030;31/07/2010;DOUTOR ULYSSES;4128633;4128633;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;ADRIANÓPOLIS;4100202;4100202;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;ALMIRANTE TAMANDARÉ;4100400;4100400;84;10
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;ANTONINA;4101200;4101200;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;ARAUCÁRIA;4101804;4101804;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;BOCAIÚVA DO SUL;4103107;4103107;173;18
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;CAMPINA DA LAGOA;4103909;4103909;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;CAMPINA GRANDE DO SUL;4104006;4104006;1054;110
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;CAPANEMA;4104501;4104501;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;CASTRO;4104907;4104907;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;CHOPINZINHO;4105409;4105409;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;CIANORTE;4105508;4105508;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;COLOMBO;4105805;4105805;515;49
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;CONTENDA;4106209;4106209;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;CURITIBA;4106902;4106902;875;92
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;CURIÚVA;4107009;4107009;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;DOIS VIZINHOS;4107207;4107207;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;FAZENDA RIO GRANDE;4107652;4107652;62;6
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;FERNANDES PINHEIRO;4107736;4107736;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;FOZ DO IGUAÇU;4108304;4108304;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;FRANCISCO BELTRÃO;4108403;4108403;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;GUAÍRA;4108809;4108809;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;GUAMIRANGA;4108957;4108957;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;GUARAPUAVA;4109401;4109401;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;IBAITI;4109708;4109708;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;IRATI;4110706;4110706;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;IVAIPORÃ;4111506;4111506;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;JACAREZINHO;4111803;4111803;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;JAPURÁ;4112405;4112405;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;JARDIM ALEGRE;4112504;4112504;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;JESUÍTAS;4112751;4112751;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;LAPA;4113205;4113205;67;8
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;LARANJEIRAS DO SUL;4113304;4113304;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;LONDRINA;4113700;4113700;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;MANOEL RIBAS;4114500;4114500;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;MATINHOS;4115705;4115705;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;MORRETES;4116208;4116208;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;NOSSA SENHORA DAS GRAÇAS;4116406;4116406;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;ORTIGUEIRA;4117305;4117305;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;PINHAIS;4119152;4119152;180;16
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;PIRAÍ DO SUL;4119400;4119400;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;PIRAQUARA;4119509;4119509;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;PITANGA;4119608;4119608;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;PONTA GROSSA;4119905;4119905;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;PONTAL DO PARANÁ;4119954;4119954;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;QUATRO BARRAS;4120804;4120804;246;22
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;RONCADOR;4122503;4122503;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;SALTO DO LONTRA;4123006;4123006;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;9;2010;8030;31/07/2010;SANTA MARIANA;4123907;4123907;X;X
