Código do Nível Geográfico;Nível Geográfico;Código do Item Geográfico;Item Geográfico;Ordem Geográfica;Código do Item Temporal;Nível Temporal;Item Temporal;Residência em 31/07/2005, município;Residência em 31/07/2005, município (código);Residência em 31/07/2005, município (ordem);Idade calculada, anos, classe;Idade calculada, anos, classe (código);Idade calculada, anos, classe (ordem);Sexo;Sexo (código);Sexo (ordem);Frequência;Observações
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPINA GRANDE DO SUL;4104006;4104006;De 15 a 17 anos;4;4;Feminino;2;2;70;8
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPINA GRANDE DO SUL;4104006;4104006;De 18 a 19 anos;5;5;Feminino;2;2;63;9
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPINA GRANDE DO SUL;4104006;4104006;De 20 a 24 anos;6;6;Feminino;2;2;253;30
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPINA GRANDE DO SUL;4104006;4104006;De 25 a 29 anos;7;7;Feminino;2;2;273;30
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPINA GRANDE DO SUL;4104006;4104006;De 30 a 34 anos;8;8;Feminino;2;2;104;12
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPINA GRANDE DO SUL;4104006;4104006;De 35 a 39 anos;9;9;Feminino;2;2;115;12
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPINA GRANDE DO SUL;4104006;4104006;De 40 a 44 anos;10;10;Feminino;2;2;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPINA GRANDE DO SUL;4104006;4104006;De 45 a 49 anos;11;11;Feminino;2;2;42;6
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPINA GRANDE DO SUL;4104006;4104006;De 5 a 9 anos;2;2;Feminino;2;2;128;17
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPINA GRANDE DO SUL;4104006;4104006;De 50 a 54 anos;12;12;Feminino;2;2;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPINA GRANDE DO SUL;4104006;4104006;De 55 a 59 anos;13;13;Feminino;2;2;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPINA GRANDE DO SUL;4104006;4104006;De 60 a 64 anos;14;14;Feminino;2;2;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPINA GRANDE DO SUL;4104006;4104006;De 65 a 69 anos;15;15;Feminino;2;2;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPINA GRANDE DO SUL;4104006;4104006;De 70 a 74 anos;16;16;Feminino;2;2;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPINA GRANDE DO SUL;4104006;4104006;De 10 a 14 anos;3;3;Masculino;1;1;130;15
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPINA GRANDE DO SUL;4104006;4104006;De 15 a 17 anos;4;4;Masculino;1;1;51;7
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPINA GRANDE DO SUL;4104006;4104006;De 18 a 19 anos;5;5;Masculino;1;1;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPINA GRANDE DO SUL;4104006;4104006;De 20 a 24 anos;6;6;Masculino;1;1;228;26
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPINA GRANDE DO SUL;4104006;4104006;De 25 a 29 anos;7;7;Masculino;1;1;176;22
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPINA GRANDE DO SUL;4104006;4104006;De 30 a 34 anos;8;8;Masculino;1;1;204;20
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPINA GRANDE DO SUL;4104006;4104006;De 35 a 39 anos;9;9;Masculino;1;1;168;21
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPINA GRANDE DO SUL;4104006;4104006;De 40 a 44 anos;10;10;Masculino;1;1;49;6
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPINA GRANDE DO SUL;4104006;4104006;De 45 a 49 anos;11;11;Masculino;1;1;62;7
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPINA GRANDE DO SUL;4104006;4104006;De 5 a 9 anos;2;2;Masculino;1;1;104;13
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPINA GRANDE DO SUL;4104006;4104006;De 50 a 54 anos;12;12;Masculino;1;1;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPINA GRANDE DO SUL;4104006;4104006;De 55 a 59 anos;13;13;Masculino;1;1;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPINA GRANDE DO SUL;4104006;4104006;De 60 a 64 anos;14;14;Masculino;1;1;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPINA GRANDE DO SUL;4104006;4104006;De 65 a 69 anos;15;15;Masculino;1;1;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPINA GRANDE DO SUL;4104006;4104006;De 75 a 79 anos;17;17;Masculino;1;1;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPINA GRANDE DO SUL;4104006;4104006;De 80 a 84 anos;18;18;Masculino;1;1;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO DO TENENTE;4104105;4104105;De 10 a 14 anos;3;3;Feminino;2;2;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO DO TENENTE;4104105;4104105;De 18 a 19 anos;5;5;Feminino;2;2;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO DO TENENTE;4104105;4104105;De 20 a 24 anos;6;6;Feminino;2;2;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO DO TENENTE;4104105;4104105;De 25 a 29 anos;7;7;Feminino;2;2;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO DO TENENTE;4104105;4104105;De 35 a 39 anos;9;9;Feminino;2;2;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO DO TENENTE;4104105;4104105;De 5 a 9 anos;2;2;Feminino;2;2;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO DO TENENTE;4104105;4104105;De 10 a 14 anos;3;3;Masculino;1;1;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO DO TENENTE;4104105;4104105;De 20 a 24 anos;6;6;Masculino;1;1;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO DO TENENTE;4104105;4104105;De 30 a 34 anos;8;8;Masculino;1;1;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO DO TENENTE;4104105;4104105;De 35 a 39 anos;9;9;Masculino;1;1;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO DO TENENTE;4104105;4104105;De 40 a 44 anos;10;10;Masculino;1;1;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO DO TENENTE;4104105;4104105;De 5 a 9 anos;2;2;Masculino;1;1;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO DO TENENTE;4104105;4104105;De 55 a 59 anos;13;13;Masculino;1;1;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO DO TENENTE;4104105;4104105;De 65 a 69 anos;15;15;Masculino;1;1;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;De 10 a 14 anos;3;3;Feminino;2;2;230;27
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;De 15 a 17 anos;4;4;Feminino;2;2;115;14
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;De 18 a 19 anos;5;5;Feminino;2;2;98;9
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;De 20 a 24 anos;6;6;Feminino;2;2;410;42
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;De 25 a 29 anos;7;7;Feminino;2;2;310;30
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;De 30 a 34 anos;8;8;Feminino;2;2;325;37
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;De 35 a 39 anos;9;9;Feminino;2;2;211;23
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;De 40 a 44 anos;10;10;Feminino;2;2;158;19
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;De 45 a 49 anos;11;11;Feminino;2;2;104;13
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;De 5 a 9 anos;2;2;Feminino;2;2;180;19
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;De 50 a 54 anos;12;12;Feminino;2;2;136;12
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;De 55 a 59 anos;13;13;Feminino;2;2;51;6
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;De 60 a 64 anos;14;14;Feminino;2;2;75;6
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;De 65 a 69 anos;15;15;Feminino;2;2;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;De 70 a 74 anos;16;16;Feminino;2;2;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;De 75 a 79 anos;17;17;Feminino;2;2;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;De 80 a 84 anos;18;18;Feminino;2;2;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;De 10 a 14 anos;3;3;Masculino;1;1;324;37
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;De 15 a 17 anos;4;4;Masculino;1;1;187;21
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;De 18 a 19 anos;5;5;Masculino;1;1;70;6
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;De 20 a 24 anos;6;6;Masculino;1;1;273;28
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;De 25 a 29 anos;7;7;Masculino;1;1;355;32
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;De 30 a 34 anos;8;8;Masculino;1;1;350;37
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;De 35 a 39 anos;9;9;Masculino;1;1;253;27
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;De 40 a 44 anos;10;10;Masculino;1;1;189;20
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;De 45 a 49 anos;11;11;Masculino;1;1;147;15
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;De 5 a 9 anos;2;2;Masculino;1;1;289;35
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;De 50 a 54 anos;12;12;Masculino;1;1;91;10
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;De 55 a 59 anos;13;13;Masculino;1;1;102;12
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;De 60 a 64 anos;14;14;Masculino;1;1;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;De 65 a 69 anos;15;15;Masculino;1;1;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;De 70 a 74 anos;16;16;Masculino;1;1;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;De 75 a 79 anos;17;17;Masculino;1;1;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;De 80 a 84 anos;18;18;Masculino;1;1;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO LARGO;4104204;4104204;De 90 a 94 anos;20;20;Masculino;1;1;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO MAGRO;4104253;4104253;De 10 a 14 anos;3;3;Feminino;2;2;70;7
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO MAGRO;4104253;4104253;De 15 a 17 anos;4;4;Feminino;2;2;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO MAGRO;4104253;4104253;De 18 a 19 anos;5;5;Feminino;2;2;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO MAGRO;4104253;4104253;De 20 a 24 anos;6;6;Feminino;2;2;106;10
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO MAGRO;4104253;4104253;De 25 a 29 anos;7;7;Feminino;2;2;164;16
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO MAGRO;4104253;4104253;De 30 a 34 anos;8;8;Feminino;2;2;81;8
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO MAGRO;4104253;4104253;De 35 a 39 anos;9;9;Feminino;2;2;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO MAGRO;4104253;4104253;De 40 a 44 anos;10;10;Feminino;2;2;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO MAGRO;4104253;4104253;De 45 a 49 anos;11;11;Feminino;2;2;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO MAGRO;4104253;4104253;De 5 a 9 anos;2;2;Feminino;2;2;76;8
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO MAGRO;4104253;4104253;De 50 a 54 anos;12;12;Feminino;2;2;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO MAGRO;4104253;4104253;De 55 a 59 anos;13;13;Feminino;2;2;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO MAGRO;4104253;4104253;De 60 a 64 anos;14;14;Feminino;2;2;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO MAGRO;4104253;4104253;De 65 a 69 anos;15;15;Feminino;2;2;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO MAGRO;4104253;4104253;De 80 a 84 anos;18;18;Feminino;2;2;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO MAGRO;4104253;4104253;De 10 a 14 anos;3;3;Masculino;1;1;84;8
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO MAGRO;4104253;4104253;De 15 a 17 anos;4;4;Masculino;1;1;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO MAGRO;4104253;4104253;De 18 a 19 anos;5;5;Masculino;1;1;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO MAGRO;4104253;4104253;De 20 a 24 anos;6;6;Masculino;1;1;140;14
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO MAGRO;4104253;4104253;De 25 a 29 anos;7;7;Masculino;1;1;84;9
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO MAGRO;4104253;4104253;De 30 a 34 anos;8;8;Masculino;1;1;69;8
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO MAGRO;4104253;4104253;De 35 a 39 anos;9;9;Masculino;1;1;62;6
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO MAGRO;4104253;4104253;De 40 a 44 anos;10;10;Masculino;1;1;54;6
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO MAGRO;4104253;4104253;De 45 a 49 anos;11;11;Masculino;1;1;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO MAGRO;4104253;4104253;De 5 a 9 anos;2;2;Masculino;1;1;92;11
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO MAGRO;4104253;4104253;De 50 a 54 anos;12;12;Masculino;1;1;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO MAGRO;4104253;4104253;De 55 a 59 anos;13;13;Masculino;1;1;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO MAGRO;4104253;4104253;De 75 a 79 anos;17;17;Masculino;1;1;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO MAGRO;4104253;4104253;De 80 a 84 anos;18;18;Masculino;1;1;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CAMPO MAGRO;4104253;4104253;De 85 a 89 anos;19;19;Masculino;1;1;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CERRO AZUL;4105201;4105201;De 10 a 14 anos;3;3;Feminino;2;2;43;6
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CERRO AZUL;4105201;4105201;De 15 a 17 anos;4;4;Feminino;2;2;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CERRO AZUL;4105201;4105201;De 18 a 19 anos;5;5;Feminino;2;2;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CERRO AZUL;4105201;4105201;De 20 a 24 anos;6;6;Feminino;2;2;160;20
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CERRO AZUL;4105201;4105201;De 25 a 29 anos;7;7;Feminino;2;2;76;8
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CERRO AZUL;4105201;4105201;De 30 a 34 anos;8;8;Feminino;2;2;55;6
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CERRO AZUL;4105201;4105201;De 35 a 39 anos;9;9;Feminino;2;2;58;9
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CERRO AZUL;4105201;4105201;De 40 a 44 anos;10;10;Feminino;2;2;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CERRO AZUL;4105201;4105201;De 45 a 49 anos;11;11;Feminino;2;2;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CERRO AZUL;4105201;4105201;De 5 a 9 anos;2;2;Feminino;2;2;69;9
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CERRO AZUL;4105201;4105201;De 50 a 54 anos;12;12;Feminino;2;2;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CERRO AZUL;4105201;4105201;De 55 a 59 anos;13;13;Feminino;2;2;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CERRO AZUL;4105201;4105201;De 65 a 69 anos;15;15;Feminino;2;2;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CERRO AZUL;4105201;4105201;De 75 a 79 anos;17;17;Feminino;2;2;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CERRO AZUL;4105201;4105201;De 80 a 84 anos;18;18;Feminino;2;2;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CERRO AZUL;4105201;4105201;De 10 a 14 anos;3;3;Masculino;1;1;75;9
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CERRO AZUL;4105201;4105201;De 15 a 17 anos;4;4;Masculino;1;1;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CERRO AZUL;4105201;4105201;De 18 a 19 anos;5;5;Masculino;1;1;65;10
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CERRO AZUL;4105201;4105201;De 20 a 24 anos;6;6;Masculino;1;1;213;21
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CERRO AZUL;4105201;4105201;De 25 a 29 anos;7;7;Masculino;1;1;72;12
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CERRO AZUL;4105201;4105201;De 30 a 34 anos;8;8;Masculino;1;1;81;8
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CERRO AZUL;4105201;4105201;De 35 a 39 anos;9;9;Masculino;1;1;48;6
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CERRO AZUL;4105201;4105201;De 40 a 44 anos;10;10;Masculino;1;1;64;9
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CERRO AZUL;4105201;4105201;De 45 a 49 anos;11;11;Masculino;1;1;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CERRO AZUL;4105201;4105201;De 5 a 9 anos;2;2;Masculino;1;1;31;8
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CERRO AZUL;4105201;4105201;De 50 a 54 anos;12;12;Masculino;1;1;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CERRO AZUL;4105201;4105201;De 55 a 59 anos;13;13;Masculino;1;1;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;CERRO AZUL;4105201;4105201;De 60 a 64 anos;14;14;Masculino;1;1;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;COLOMBO;4105805;4105805;De 10 a 14 anos;3;3;Feminino;2;2;731;67
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;COLOMBO;4105805;4105805;De 15 a 17 anos;4;4;Feminino;2;2;306;32
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;COLOMBO;4105805;4105805;De 18 a 19 anos;5;5;Feminino;2;2;137;15
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;COLOMBO;4105805;4105805;De 20 a 24 anos;6;6;Feminino;2;2;534;52
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;COLOMBO;4105805;4105805;De 25 a 29 anos;7;7;Feminino;2;2;563;57
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;COLOMBO;4105805;4105805;De 30 a 34 anos;8;8;Feminino;2;2;632;56
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;COLOMBO;4105805;4105805;De 35 a 39 anos;9;9;Feminino;2;2;489;44
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;COLOMBO;4105805;4105805;De 40 a 44 anos;10;10;Feminino;2;2;256;27
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;COLOMBO;4105805;4105805;De 45 a 49 anos;11;11;Feminino;2;2;268;29
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;COLOMBO;4105805;4105805;De 5 a 9 anos;2;2;Feminino;2;2;569;53
