Código do Nível Geográfico;Nível Geográfico;Código do Item Geográfico;Item Geográfico;Ordem Geográfica;Código do Item Temporal;Nível Temporal;Item Temporal;Idade calculada, anos, classe;Idade calculada, anos, classe (código);Idade calculada, anos, classe (ordem);Sexo;Sexo (código);Sexo (ordem);Residência em 31/07/2005, município;Residência em 31/07/2005, município (código);Residência em 31/07/2005, município (ordem);Frequência;Observações
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Masculino;1;1;PINHAIS;4119152;4119152;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Masculino;1;1;PIRAQUARA;4119509;4119509;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Masculino;1;1;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Masculino;1;1;TUNAS DO PARANÁ;4127882;4127882;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Masculino;1;1;DOUTOR ULYSSES;4128633;4128633;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Feminino;2;2;ALMIRANTE TAMANDARÉ;4100400;4100400;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Feminino;2;2;ARAUCÁRIA;4101804;4101804;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Feminino;2;2;CAMPINA GRANDE DO SUL;4104006;4104006;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Feminino;2;2;CAMPO LARGO;4104204;4104204;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Feminino;2;2;CAMPO MAGRO;4104253;4104253;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Feminino;2;2;COLOMBO;4105805;4105805;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Feminino;2;2;CURITIBA;4106902;4106902;678;69
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Feminino;2;2;FAZENDA RIO GRANDE;4107652;4107652;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Feminino;2;2;RIO NEGRO;4122305;4122305;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Feminino;2;2;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Feminino;2;2;DOUTOR ULYSSES;4128633;4128633;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 15 a 17 anos;4;4;Masculino;1;1;ADRIANÓPOLIS;4100202;4100202;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 15 a 17 anos;4;4;Masculino;1;1;ALMIRANTE TAMANDARÉ;4100400;4100400;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 15 a 17 anos;4;4;Masculino;1;1;ARAUCÁRIA;4101804;4101804;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 15 a 17 anos;4;4;Masculino;1;1;CAMPINA GRANDE DO SUL;4104006;4104006;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 15 a 17 anos;4;4;Masculino;1;1;CAMPO LARGO;4104204;4104204;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 15 a 17 anos;4;4;Masculino;1;1;COLOMBO;4105805;4105805;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 15 a 17 anos;4;4;Masculino;1;1;CURITIBA;4106902;4106902;339;33
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 15 a 17 anos;4;4;Masculino;1;1;PIÊN;4119103;4119103;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 15 a 17 anos;4;4;Masculino;1;1;PIRAQUARA;4119509;4119509;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 15 a 17 anos;4;4;Masculino;1;1;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 15 a 17 anos;4;4;Masculino;1;1;DOUTOR ULYSSES;4128633;4128633;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 15 a 17 anos;4;4;Feminino;2;2;ADRIANÓPOLIS;4100202;4100202;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 15 a 17 anos;4;4;Feminino;2;2;ALMIRANTE TAMANDARÉ;4100400;4100400;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 15 a 17 anos;4;4;Feminino;2;2;CERRO AZUL;4105201;4105201;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 15 a 17 anos;4;4;Feminino;2;2;CURITIBA;4106902;4106902;336;35
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 15 a 17 anos;4;4;Feminino;2;2;LAPA;4113205;4113205;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 15 a 17 anos;4;4;Feminino;2;2;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 18 a 19 anos;5;5;Masculino;1;1;ARAUCÁRIA;4101804;4101804;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 18 a 19 anos;5;5;Masculino;1;1;CURITIBA;4106902;4106902;303;26
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 18 a 19 anos;5;5;Masculino;1;1;PIRAQUARA;4119509;4119509;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 18 a 19 anos;5;5;Masculino;1;1;TUNAS DO PARANÁ;4127882;4127882;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 18 a 19 anos;5;5;Masculino;1;1;DOUTOR ULYSSES;4128633;4128633;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 18 a 19 anos;5;5;Feminino;2;2;CAMPINA GRANDE DO SUL;4104006;4104006;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 18 a 19 anos;5;5;Feminino;2;2;COLOMBO;4105805;4105805;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 18 a 19 anos;5;5;Feminino;2;2;CURITIBA;4106902;4106902;201;20
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 18 a 19 anos;5;5;Feminino;2;2;LAPA;4113205;4113205;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Masculino;1;1;ADRIANÓPOLIS;4100202;4100202;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Masculino;1;1;ARAUCÁRIA;4101804;4101804;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Masculino;1;1;CAMPINA GRANDE DO SUL;4104006;4104006;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Masculino;1;1;CAMPO LARGO;4104204;4104204;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Masculino;1;1;CERRO AZUL;4105201;4105201;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Masculino;1;1;COLOMBO;4105805;4105805;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Masculino;1;1;CONTENDA;4106209;4106209;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Masculino;1;1;CURITIBA;4106902;4106902;668;66
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Masculino;1;1;LAPA;4113205;4113205;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Masculino;1;1;PIÊN;4119103;4119103;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Masculino;1;1;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Feminino;2;2;ADRIANÓPOLIS;4100202;4100202;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Feminino;2;2;ALMIRANTE TAMANDARÉ;4100400;4100400;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Feminino;2;2;ARAUCÁRIA;4101804;4101804;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Feminino;2;2;CAMPINA GRANDE DO SUL;4104006;4104006;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Feminino;2;2;CAMPO MAGRO;4104253;4104253;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Feminino;2;2;COLOMBO;4105805;4105805;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Feminino;2;2;CONTENDA;4106209;4106209;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Feminino;2;2;CURITIBA;4106902;4106902;929;83
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Feminino;2;2;FAZENDA RIO GRANDE;4107652;4107652;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Feminino;2;2;MANDIRITUBA;4114302;4114302;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Feminino;2;2;PINHAIS;4119152;4119152;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Feminino;2;2;PIRAQUARA;4119509;4119509;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Feminino;2;2;RIO NEGRO;4122305;4122305;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Feminino;2;2;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 25 a 29 anos;7;7;Masculino;1;1;ADRIANÓPOLIS;4100202;4100202;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 25 a 29 anos;7;7;Masculino;1;1;ARAUCÁRIA;4101804;4101804;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 25 a 29 anos;7;7;Masculino;1;1;CAMPINA GRANDE DO SUL;4104006;4104006;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 25 a 29 anos;7;7;Masculino;1;1;CAMPO LARGO;4104204;4104204;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 25 a 29 anos;7;7;Masculino;1;1;COLOMBO;4105805;4105805;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 25 a 29 anos;7;7;Masculino;1;1;CURITIBA;4106902;4106902;1193;101
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 25 a 29 anos;7;7;Masculino;1;1;PINHAIS;4119152;4119152;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 25 a 29 anos;7;7;Masculino;1;1;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 25 a 29 anos;7;7;Masculino;1;1;TUNAS DO PARANÁ;4127882;4127882;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 25 a 29 anos;7;7;Feminino;2;2;ADRIANÓPOLIS;4100202;4100202;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 25 a 29 anos;7;7;Feminino;2;2;ALMIRANTE TAMANDARÉ;4100400;4100400;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 25 a 29 anos;7;7;Feminino;2;2;ARAUCÁRIA;4101804;4101804;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 25 a 29 anos;7;7;Feminino;2;2;CAMPINA GRANDE DO SUL;4104006;4104006;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 25 a 29 anos;7;7;Feminino;2;2;CAMPO LARGO;4104204;4104204;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 25 a 29 anos;7;7;Feminino;2;2;COLOMBO;4105805;4105805;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 25 a 29 anos;7;7;Feminino;2;2;CURITIBA;4106902;4106902;1690;142
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 25 a 29 anos;7;7;Feminino;2;2;LAPA;4113205;4113205;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 25 a 29 anos;7;7;Feminino;2;2;PINHAIS;4119152;4119152;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 25 a 29 anos;7;7;Feminino;2;2;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 30 a 34 anos;8;8;Masculino;1;1;ADRIANÓPOLIS;4100202;4100202;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 30 a 34 anos;8;8;Masculino;1;1;ALMIRANTE TAMANDARÉ;4100400;4100400;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 30 a 34 anos;8;8;Masculino;1;1;ARAUCÁRIA;4101804;4101804;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 30 a 34 anos;8;8;Masculino;1;1;CAMPO LARGO;4104204;4104204;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 30 a 34 anos;8;8;Masculino;1;1;COLOMBO;4105805;4105805;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 30 a 34 anos;8;8;Masculino;1;1;CURITIBA;4106902;4106902;1471;127
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 30 a 34 anos;8;8;Masculino;1;1;FAZENDA RIO GRANDE;4107652;4107652;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 30 a 34 anos;8;8;Masculino;1;1;PINHAIS;4119152;4119152;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 30 a 34 anos;8;8;Masculino;1;1;RIO NEGRO;4122305;4122305;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 30 a 34 anos;8;8;Masculino;1;1;SÃO JOSÉ DOS PINHAIS;4125506;4125506;72;7
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 30 a 34 anos;8;8;Masculino;1;1;TUNAS DO PARANÁ;4127882;4127882;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 30 a 34 anos;8;8;Masculino;1;1;DOUTOR ULYSSES;4128633;4128633;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 30 a 34 anos;8;8;Feminino;2;2;ADRIANÓPOLIS;4100202;4100202;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 30 a 34 anos;8;8;Feminino;2;2;ARAUCÁRIA;4101804;4101804;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 30 a 34 anos;8;8;Feminino;2;2;CAMPINA GRANDE DO SUL;4104006;4104006;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 30 a 34 anos;8;8;Feminino;2;2;CAMPO LARGO;4104204;4104204;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 30 a 34 anos;8;8;Feminino;2;2;COLOMBO;4105805;4105805;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 30 a 34 anos;8;8;Feminino;2;2;CURITIBA;4106902;4106902;1327;113
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 30 a 34 anos;8;8;Feminino;2;2;MANDIRITUBA;4114302;4114302;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 30 a 34 anos;8;8;Feminino;2;2;PINHAIS;4119152;4119152;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 30 a 34 anos;8;8;Feminino;2;2;RIO NEGRO;4122305;4122305;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 30 a 34 anos;8;8;Feminino;2;2;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 30 a 34 anos;8;8;Feminino;2;2;TUNAS DO PARANÁ;4127882;4127882;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Masculino;1;1;ADRIANÓPOLIS;4100202;4100202;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Masculino;1;1;AGUDOS DO SUL;4100301;4100301;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Masculino;1;1;ARAUCÁRIA;4101804;4101804;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Masculino;1;1;CAMPINA GRANDE DO SUL;4104006;4104006;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Masculino;1;1;CAMPO LARGO;4104204;4104204;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Masculino;1;1;COLOMBO;4105805;4105805;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Masculino;1;1;CURITIBA;4106902;4106902;1146;102
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Masculino;1;1;FAZENDA RIO GRANDE;4107652;4107652;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Masculino;1;1;PIÊN;4119103;4119103;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Masculino;1;1;PIRAQUARA;4119509;4119509;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Masculino;1;1;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Masculino;1;1;TUNAS DO PARANÁ;4127882;4127882;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Masculino;1;1;DOUTOR ULYSSES;4128633;4128633;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Feminino;2;2;ADRIANÓPOLIS;4100202;4100202;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Feminino;2;2;ALMIRANTE TAMANDARÉ;4100400;4100400;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Feminino;2;2;CAMPO LARGO;4104204;4104204;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Feminino;2;2;CAMPO MAGRO;4104253;4104253;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Feminino;2;2;COLOMBO;4105805;4105805;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Feminino;2;2;CURITIBA;4106902;4106902;1199;106
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Feminino;2;2;PIÊN;4119103;4119103;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Feminino;2;2;RIO NEGRO;4122305;4122305;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Feminino;2;2;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Feminino;2;2;DOUTOR ULYSSES;4128633;4128633;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 40 a 44 anos;10;10;Masculino;1;1;AGUDOS DO SUL;4100301;4100301;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 40 a 44 anos;10;10;Masculino;1;1;ALMIRANTE TAMANDARÉ;4100400;4100400;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 40 a 44 anos;10;10;Masculino;1;1;BOCAIÚVA DO SUL;4103107;4103107;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 40 a 44 anos;10;10;Masculino;1;1;COLOMBO;4105805;4105805;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 40 a 44 anos;10;10;Masculino;1;1;CURITIBA;4106902;4106902;706;64
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 40 a 44 anos;10;10;Masculino;1;1;LAPA;4113205;4113205;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 40 a 44 anos;10;10;Masculino;1;1;PIÊN;4119103;4119103;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 40 a 44 anos;10;10;Masculino;1;1;PINHAIS;4119152;4119152;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 40 a 44 anos;10;10;Masculino;1;1;PIRAQUARA;4119509;4119509;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 40 a 44 anos;10;10;Masculino;1;1;RIO NEGRO;4122305;4122305;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 40 a 44 anos;10;10;Masculino;1;1;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 40 a 44 anos;10;10;Masculino;1;1;DOUTOR ULYSSES;4128633;4128633;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 40 a 44 anos;10;10;Feminino;2;2;ADRIANÓPOLIS;4100202;4100202;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 40 a 44 anos;10;10;Feminino;2;2;CAMPINA GRANDE DO SUL;4104006;4104006;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 40 a 44 anos;10;10;Feminino;2;2;CAMPO LARGO;4104204;4104204;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 40 a 44 anos;10;10;Feminino;2;2;COLOMBO;4105805;4105805;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 40 a 44 anos;10;10;Feminino;2;2;CURITIBA;4106902;4106902;761;64
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 40 a 44 anos;10;10;Feminino;2;2;PIRAQUARA;4119509;4119509;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 40 a 44 anos;10;10;Feminino;2;2;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 40 a 44 anos;10;10;Feminino;2;2;DOUTOR ULYSSES;4128633;4128633;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 45 a 49 anos;11;11;Masculino;1;1;ADRIANÓPOLIS;4100202;4100202;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 45 a 49 anos;11;11;Masculino;1;1;ALMIRANTE TAMANDARÉ;4100400;4100400;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 45 a 49 anos;11;11;Masculino;1;1;BOCAIÚVA DO SUL;4103107;4103107;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 45 a 49 anos;11;11;Masculino;1;1;CAMPO LARGO;4104204;4104204;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 45 a 49 anos;11;11;Masculino;1;1;COLOMBO;4105805;4105805;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 45 a 49 anos;11;11;Masculino;1;1;CURITIBA;4106902;4106902;747;59
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 45 a 49 anos;11;11;Masculino;1;1;RIO NEGRO;4122305;4122305;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 45 a 49 anos;11;11;Masculino;1;1;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 45 a 49 anos;11;11;Masculino;1;1;DOUTOR ULYSSES;4128633;4128633;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 45 a 49 anos;11;11;Feminino;2;2;ARAUCÁRIA;4101804;4101804;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 45 a 49 anos;11;11;Feminino;2;2;CERRO AZUL;4105201;4105201;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 45 a 49 anos;11;11;Feminino;2;2;CURITIBA;4106902;4106902;524;50
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 45 a 49 anos;11;11;Feminino;2;2;QUATRO BARRAS;4120804;4120804;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 45 a 49 anos;11;11;Feminino;2;2;RIO NEGRO;4122305;4122305;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 45 a 49 anos;11;11;Feminino;2;2;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 50 a 54 anos;12;12;Masculino;1;1;ADRIANÓPOLIS;4100202;4100202;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 50 a 54 anos;12;12;Masculino;1;1;ARAUCÁRIA;4101804;4101804;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 50 a 54 anos;12;12;Masculino;1;1;CAMPINA GRANDE DO SUL;4104006;4104006;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 50 a 54 anos;12;12;Masculino;1;1;CERRO AZUL;4105201;4105201;X;X
