Código do Nível Geográfico;Nível Geográfico;Código do Item Geográfico;Item Geográfico;Ordem Geográfica;Código do Item Temporal;Nível Temporal;Item Temporal;Idade calculada, anos, classe;Idade calculada, anos, classe (código);Idade calculada, anos, classe (ordem);Sexo;Sexo (código);Sexo (ordem);Residência em 31/07/2005, município;Residência em 31/07/2005, município (código);Residência em 31/07/2005, município (ordem);Frequência;Observações
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 50 a 54 anos;12;12;Masculino;1;1;COLOMBO;4105805;4105805;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 50 a 54 anos;12;12;Masculino;1;1;CURITIBA;4106902;4106902;421;42
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 50 a 54 anos;12;12;Masculino;1;1;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 50 a 54 anos;12;12;Masculino;1;1;TUNAS DO PARANÁ;4127882;4127882;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 50 a 54 anos;12;12;Feminino;2;2;ADRIANÓPOLIS;4100202;4100202;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 50 a 54 anos;12;12;Feminino;2;2;CONTENDA;4106209;4106209;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 50 a 54 anos;12;12;Feminino;2;2;CURITIBA;4106902;4106902;278;27
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 50 a 54 anos;12;12;Feminino;2;2;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 55 a 59 anos;13;13;Masculino;1;1;ADRIANÓPOLIS;4100202;4100202;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 55 a 59 anos;13;13;Masculino;1;1;ARAUCÁRIA;4101804;4101804;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 55 a 59 anos;13;13;Masculino;1;1;CONTENDA;4106209;4106209;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 55 a 59 anos;13;13;Masculino;1;1;CURITIBA;4106902;4106902;208;23
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 55 a 59 anos;13;13;Masculino;1;1;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 55 a 59 anos;13;13;Feminino;2;2;ADRIANÓPOLIS;4100202;4100202;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 55 a 59 anos;13;13;Feminino;2;2;ARAUCÁRIA;4101804;4101804;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 55 a 59 anos;13;13;Feminino;2;2;CAMPINA GRANDE DO SUL;4104006;4104006;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 55 a 59 anos;13;13;Feminino;2;2;CURITIBA;4106902;4106902;233;25
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 55 a 59 anos;13;13;Feminino;2;2;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 60 a 64 anos;14;14;Masculino;1;1;BOCAIÚVA DO SUL;4103107;4103107;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 60 a 64 anos;14;14;Masculino;1;1;CERRO AZUL;4105201;4105201;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 60 a 64 anos;14;14;Masculino;1;1;CURITIBA;4106902;4106902;237;21
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 60 a 64 anos;14;14;Feminino;2;2;COLOMBO;4105805;4105805;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 60 a 64 anos;14;14;Feminino;2;2;CURITIBA;4106902;4106902;241;20
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 60 a 64 anos;14;14;Feminino;2;2;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 65 a 69 anos;15;15;Masculino;1;1;ADRIANÓPOLIS;4100202;4100202;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 65 a 69 anos;15;15;Masculino;1;1;ARAUCÁRIA;4101804;4101804;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 65 a 69 anos;15;15;Masculino;1;1;COLOMBO;4105805;4105805;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 65 a 69 anos;15;15;Masculino;1;1;CURITIBA;4106902;4106902;102;10
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 65 a 69 anos;15;15;Masculino;1;1;QUATRO BARRAS;4120804;4120804;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 65 a 69 anos;15;15;Masculino;1;1;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 65 a 69 anos;15;15;Masculino;1;1;DOUTOR ULYSSES;4128633;4128633;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 65 a 69 anos;15;15;Feminino;2;2;ARAUCÁRIA;4101804;4101804;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 65 a 69 anos;15;15;Feminino;2;2;CURITIBA;4106902;4106902;165;14
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 65 a 69 anos;15;15;Feminino;2;2;FAZENDA RIO GRANDE;4107652;4107652;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 70 a 74 anos;16;16;Masculino;1;1;ALMIRANTE TAMANDARÉ;4100400;4100400;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 70 a 74 anos;16;16;Masculino;1;1;CURITIBA;4106902;4106902;51;6
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 70 a 74 anos;16;16;Masculino;1;1;FAZENDA RIO GRANDE;4107652;4107652;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 70 a 74 anos;16;16;Feminino;2;2;CAMPO LARGO;4104204;4104204;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 70 a 74 anos;16;16;Feminino;2;2;CURITIBA;4106902;4106902;63;8
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 75 a 79 anos;17;17;Masculino;1;1;CURITIBA;4106902;4106902;66;6
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 75 a 79 anos;17;17;Feminino;2;2;CURITIBA;4106902;4106902;77;10
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 75 a 79 anos;17;17;Feminino;2;2;PIRAQUARA;4119509;4119509;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 80 a 84 anos;18;18;Masculino;1;1;CURITIBA;4106902;4106902;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 80 a 84 anos;18;18;Feminino;2;2;CURITIBA;4106902;4106902;53;6
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 85 a 89 anos;19;19;Masculino;1;1;CURITIBA;4106902;4106902;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 85 a 89 anos;19;19;Masculino;1;1;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 85 a 89 anos;19;19;Feminino;2;2;CURITIBA;4106902;4106902;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 90 a 94 anos;20;20;Feminino;2;2;CURITIBA;4106902;4106902;X;X
9031;Grande região;3;Região Sudeste;3;2010;8030;31/07/2010;De 95 a 99 anos;21;21;Masculino;1;1;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Masculino;1;1;ADRIANÓPOLIS;4100202;4100202;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Masculino;1;1;ARAUCÁRIA;4101804;4101804;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Masculino;1;1;CAMPINA GRANDE DO SUL;4104006;4104006;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Masculino;1;1;COLOMBO;4105805;4105805;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Masculino;1;1;CURITIBA;4106902;4106902;299;27
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Masculino;1;1;PINHAIS;4119152;4119152;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Masculino;1;1;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Feminino;2;2;ALMIRANTE TAMANDARÉ;4100400;4100400;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Feminino;2;2;CAMPINA GRANDE DO SUL;4104006;4104006;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Feminino;2;2;CURITIBA;4106902;4106902;294;25
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Feminino;2;2;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Masculino;1;1;ALMIRANTE TAMANDARÉ;4100400;4100400;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Masculino;1;1;CURITIBA;4106902;4106902;147;13
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Masculino;1;1;PINHAIS;4119152;4119152;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Masculino;1;1;RIO NEGRO;4122305;4122305;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Feminino;2;2;ARAUCÁRIA;4101804;4101804;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Feminino;2;2;CURITIBA;4106902;4106902;101;13
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Feminino;2;2;LAPA;4113205;4113205;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 15 a 17 anos;4;4;Masculino;1;1;CURITIBA;4106902;4106902;107;11
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 15 a 17 anos;4;4;Masculino;1;1;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 15 a 17 anos;4;4;Feminino;2;2;ALMIRANTE TAMANDARÉ;4100400;4100400;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 15 a 17 anos;4;4;Feminino;2;2;CURITIBA;4106902;4106902;119;12
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 15 a 17 anos;4;4;Feminino;2;2;PIRAQUARA;4119509;4119509;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 15 a 17 anos;4;4;Feminino;2;2;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 18 a 19 anos;5;5;Masculino;1;1;CURITIBA;4106902;4106902;92;7
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 18 a 19 anos;5;5;Masculino;1;1;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 18 a 19 anos;5;5;Feminino;2;2;CURITIBA;4106902;4106902;78;7
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Masculino;1;1;CAMPINA GRANDE DO SUL;4104006;4104006;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Masculino;1;1;CAMPO LARGO;4104204;4104204;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Masculino;1;1;CURITIBA;4106902;4106902;271;23
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Masculino;1;1;PINHAIS;4119152;4119152;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Masculino;1;1;RIO NEGRO;4122305;4122305;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Masculino;1;1;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Feminino;2;2;CAMPO LARGO;4104204;4104204;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Feminino;2;2;CURITIBA;4106902;4106902;292;23
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Feminino;2;2;PINHAIS;4119152;4119152;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 20 a 24 anos;6;6;Feminino;2;2;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 25 a 29 anos;7;7;Masculino;1;1;CURITIBA;4106902;4106902;534;40
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 25 a 29 anos;7;7;Feminino;2;2;ARAUCÁRIA;4101804;4101804;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 25 a 29 anos;7;7;Feminino;2;2;COLOMBO;4105805;4105805;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 25 a 29 anos;7;7;Feminino;2;2;CURITIBA;4106902;4106902;361;33
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 30 a 34 anos;8;8;Masculino;1;1;ALMIRANTE TAMANDARÉ;4100400;4100400;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 30 a 34 anos;8;8;Masculino;1;1;ARAUCÁRIA;4101804;4101804;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 30 a 34 anos;8;8;Masculino;1;1;COLOMBO;4105805;4105805;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 30 a 34 anos;8;8;Masculino;1;1;CURITIBA;4106902;4106902;435;35
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 30 a 34 anos;8;8;Masculino;1;1;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 30 a 34 anos;8;8;Feminino;2;2;CURITIBA;4106902;4106902;297;28
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 30 a 34 anos;8;8;Feminino;2;2;PINHAIS;4119152;4119152;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 30 a 34 anos;8;8;Feminino;2;2;PIRAQUARA;4119509;4119509;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Masculino;1;1;ALMIRANTE TAMANDARÉ;4100400;4100400;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Masculino;1;1;CURITIBA;4106902;4106902;235;21
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Masculino;1;1;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Feminino;2;2;CAMPINA GRANDE DO SUL;4104006;4104006;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Feminino;2;2;COLOMBO;4105805;4105805;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Feminino;2;2;CURITIBA;4106902;4106902;289;22
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Feminino;2;2;LAPA;4113205;4113205;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Feminino;2;2;RIO NEGRO;4122305;4122305;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 35 a 39 anos;9;9;Feminino;2;2;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 40 a 44 anos;10;10;Masculino;1;1;CAMPINA GRANDE DO SUL;4104006;4104006;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 40 a 44 anos;10;10;Masculino;1;1;CURITIBA;4106902;4106902;226;18
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 40 a 44 anos;10;10;Masculino;1;1;LAPA;4113205;4113205;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 40 a 44 anos;10;10;Masculino;1;1;RIO NEGRO;4122305;4122305;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 40 a 44 anos;10;10;Feminino;2;2;ALMIRANTE TAMANDARÉ;4100400;4100400;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 40 a 44 anos;10;10;Feminino;2;2;CURITIBA;4106902;4106902;198;18
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 45 a 49 anos;11;11;Masculino;1;1;CURITIBA;4106902;4106902;148;14
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 45 a 49 anos;11;11;Feminino;2;2;ADRIANÓPOLIS;4100202;4100202;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 45 a 49 anos;11;11;Feminino;2;2;CURITIBA;4106902;4106902;149;10
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 50 a 54 anos;12;12;Masculino;1;1;CURITIBA;4106902;4106902;119;14
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 50 a 54 anos;12;12;Feminino;2;2;CURITIBA;4106902;4106902;93;8
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 50 a 54 anos;12;12;Feminino;2;2;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 55 a 59 anos;13;13;Masculino;1;1;CURITIBA;4106902;4106902;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 55 a 59 anos;13;13;Feminino;2;2;COLOMBO;4105805;4105805;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 55 a 59 anos;13;13;Feminino;2;2;CURITIBA;4106902;4106902;118;11
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 55 a 59 anos;13;13;Feminino;2;2;PINHAIS;4119152;4119152;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 55 a 59 anos;13;13;Feminino;2;2;QUATRO BARRAS;4120804;4120804;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 60 a 64 anos;14;14;Masculino;1;1;CURITIBA;4106902;4106902;85;6
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 60 a 64 anos;14;14;Feminino;2;2;CURITIBA;4106902;4106902;81;6
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 60 a 64 anos;14;14;Feminino;2;2;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 65 a 69 anos;15;15;Masculino;1;1;CURITIBA;4106902;4106902;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 65 a 69 anos;15;15;Feminino;2;2;COLOMBO;4105805;4105805;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 65 a 69 anos;15;15;Feminino;2;2;CURITIBA;4106902;4106902;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 65 a 69 anos;15;15;Feminino;2;2;PINHAIS;4119152;4119152;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 70 a 74 anos;16;16;Masculino;1;1;CURITIBA;4106902;4106902;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 70 a 74 anos;16;16;Masculino;1;1;PINHAIS;4119152;4119152;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 70 a 74 anos;16;16;Masculino;1;1;QUITANDINHA;4121208;4121208;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 70 a 74 anos;16;16;Feminino;2;2;CURITIBA;4106902;4106902;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 75 a 79 anos;17;17;Masculino;1;1;COLOMBO;4105805;4105805;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 75 a 79 anos;17;17;Masculino;1;1;CURITIBA;4106902;4106902;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 75 a 79 anos;17;17;Feminino;2;2;CURITIBA;4106902;4106902;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 80 a 84 anos;18;18;Masculino;1;1;CURITIBA;4106902;4106902;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 80 a 84 anos;18;18;Masculino;1;1;LAPA;4113205;4113205;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 85 a 89 anos;19;19;Masculino;1;1;CURITIBA;4106902;4106902;X;X
9031;Grande região;5;Região Centro-Oeste;4;2010;8030;31/07/2010;De 85 a 89 anos;19;19;Feminino;2;2;CURITIBA;4106902;4106902;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Masculino;1;1;ARAUCÁRIA;4101804;4101804;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Masculino;1;1;COLOMBO;4105805;4105805;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Masculino;1;1;CURITIBA;4106902;4106902;166;20
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Masculino;1;1;LAPA;4113205;4113205;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Masculino;1;1;PINHAIS;4119152;4119152;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Masculino;1;1;RIO NEGRO;4122305;4122305;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Masculino;1;1;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Feminino;2;2;COLOMBO;4105805;4105805;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Feminino;2;2;CURITIBA;4106902;4106902;180;21
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Feminino;2;2;LAPA;4113205;4113205;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Feminino;2;2;PINHAIS;4119152;4119152;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 5 a 9 anos;2;2;Feminino;2;2;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Masculino;1;1;CAMPO LARGO;4104204;4104204;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Masculino;1;1;CURITIBA;4106902;4106902;136;13
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Masculino;1;1;FAZENDA RIO GRANDE;4107652;4107652;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Masculino;1;1;LAPA;4113205;4113205;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Masculino;1;1;SÃO JOSÉ DOS PINHAIS;4125506;4125506;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Feminino;2;2;CAMPINA GRANDE DO SUL;4104006;4104006;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Feminino;2;2;CAMPO LARGO;4104204;4104204;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Feminino;2;2;CERRO AZUL;4105201;4105201;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Feminino;2;2;CURITIBA;4106902;4106902;124;13
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 10 a 14 anos;3;3;Feminino;2;2;PINHAIS;4119152;4119152;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 15 a 17 anos;4;4;Masculino;1;1;ALMIRANTE TAMANDARÉ;4100400;4100400;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 15 a 17 anos;4;4;Masculino;1;1;CAMPINA GRANDE DO SUL;4104006;4104006;X;X
9032;Unidade da Federação;43;Rio Grande do Sul;5;2010;8030;31/07/2010;De 15 a 17 anos;4;4;Masculino;1;1;CURITIBA;4106902;4106902;78;10
