Código do Nível Geográfico;Nível Geográfico;Código do Item Geográfico;Item Geográfico;Ordem Geográfica;Código do Item Temporal;Nível Temporal;Item Temporal;Sexo;Sexo (código);Sexo (ordem);Emigrante, nascimento, ano;Emigrante, nascimento, ano (código);Emigrante, nascimento, ano (ordem);Emigrante, ano da partida, classe;Emigrante, ano da partida, classe (código);Emigrante, ano da partida, classe (ordem);Frequência;Observações
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1963;95;95;2010;142;142;157;9
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1964;96;96;2002;134;134;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1964;96;96;2004;136;136;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1964;96;96;2006;138;138;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1964;96;96;2007;139;139;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1964;96;96;2009;141;141;241;13
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1964;96;96;2010;142;142;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1965;97;97;2001;133;133;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1965;97;97;2002;134;134;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1965;97;97;2003;135;135;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1965;97;97;2005;137;137;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1965;97;97;2007;139;139;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1965;97;97;2008;140;140;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1965;97;97;2009;141;141;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1965;97;97;2010;142;142;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1966;98;98;2002;134;134;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1966;98;98;2005;137;137;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1966;98;98;2006;138;138;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1966;98;98;2009;141;141;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1966;98;98;2010;142;142;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1967;99;99;2004;136;136;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1967;99;99;2006;138;138;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1967;99;99;2009;141;141;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1967;99;99;2010;142;142;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1968;100;100;2002;134;134;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1968;100;100;2004;136;136;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1968;100;100;2006;138;138;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1968;100;100;2008;140;140;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1968;100;100;2009;141;141;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1968;100;100;2010;142;142;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1969;101;101;2003;135;135;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1969;101;101;2005;137;137;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1969;101;101;2008;140;140;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1969;101;101;2009;141;141;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1969;101;101;2010;142;142;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1970;102;102;2001;133;133;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1970;102;102;2002;134;134;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1970;102;102;2006;138;138;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1970;102;102;2008;140;140;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1970;102;102;2009;141;141;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1970;102;102;2010;142;142;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1971;103;103;2002;134;134;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1971;103;103;2005;137;137;95;6
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1971;103;103;2006;138;138;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1971;103;103;2007;139;139;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1971;103;103;2008;140;140;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1971;103;103;2009;141;141;92;6
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1971;103;103;2010;142;142;158;9
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1972;104;104;2001;133;133;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1972;104;104;2002;134;134;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1972;104;104;2003;135;135;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1972;104;104;2004;136;136;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1972;104;104;2005;137;137;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1972;104;104;2006;138;138;104;7
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1972;104;104;2007;139;139;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1972;104;104;2008;140;140;91;8
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1972;104;104;2009;141;141;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1973;105;105;2002;134;134;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1973;105;105;2005;137;137;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1973;105;105;2006;138;138;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1973;105;105;2007;139;139;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1973;105;105;2009;141;141;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1973;105;105;2010;142;142;203;7
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1974;106;106;2002;134;134;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1974;106;106;2003;135;135;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1974;106;106;2005;137;137;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1974;106;106;2006;138;138;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1974;106;106;2007;139;139;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1974;106;106;2008;140;140;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1974;106;106;2009;141;141;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1974;106;106;2010;142;142;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1975;107;107;2002;134;134;177;8
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1975;107;107;2003;135;135;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1975;107;107;2005;137;137;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1975;107;107;2006;138;138;184;11
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1975;107;107;2007;139;139;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1975;107;107;2009;141;141;175;9
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1975;107;107;2010;142;142;250;10
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1976;108;108;2002;134;134;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1976;108;108;2003;135;135;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1976;108;108;2004;136;136;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1976;108;108;2005;137;137;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1976;108;108;2006;138;138;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1976;108;108;2008;140;140;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1976;108;108;2009;141;141;73;6
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1976;108;108;2010;142;142;329;17
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1977;109;109;2003;135;135;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1977;109;109;2004;136;136;166;7
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1977;109;109;2005;137;137;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1977;109;109;2006;138;138;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1977;109;109;2007;139;139;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1977;109;109;2008;140;140;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1977;109;109;2009;141;141;182;10
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1977;109;109;2010;142;142;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1978;110;110;2001;133;133;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1978;110;110;2003;135;135;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1978;110;110;2004;136;136;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1978;110;110;2005;137;137;98;8
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1978;110;110;2006;138;138;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1978;110;110;2009;141;141;355;16
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1978;110;110;2010;142;142;121;8
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1979;111;111;2002;134;134;73;7
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1979;111;111;2004;136;136;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1979;111;111;2005;137;137;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1979;111;111;2006;138;138;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1979;111;111;2007;139;139;141;7
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1979;111;111;2008;140;140;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1979;111;111;2009;141;141;140;12
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1979;111;111;2010;142;142;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1980;112;112;2002;134;134;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1980;112;112;2003;135;135;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1980;112;112;2004;136;136;73;7
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1980;112;112;2005;137;137;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1980;112;112;2006;138;138;121;6
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1980;112;112;2007;139;139;101;6
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1980;112;112;2008;140;140;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1980;112;112;2009;141;141;166;9
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1980;112;112;2010;142;142;113;8
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1981;113;113;2001;133;133;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1981;113;113;2002;134;134;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1981;113;113;2003;135;135;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1981;113;113;2004;136;136;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1981;113;113;2005;137;137;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1981;113;113;2006;138;138;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1981;113;113;2007;139;139;163;9
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1981;113;113;2008;140;140;96;7
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1981;113;113;2009;141;141;193;11
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1981;113;113;2010;142;142;117;9
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1982;114;114;2001;133;133;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1982;114;114;2002;134;134;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1982;114;114;2003;135;135;104;6
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1982;114;114;2004;136;136;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1982;114;114;2005;137;137;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1982;114;114;2006;138;138;122;8
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1982;114;114;2008;140;140;221;13
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1982;114;114;2009;141;141;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1982;114;114;2010;142;142;260;14
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1983;115;115;2001;133;133;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1983;115;115;2002;134;134;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1983;115;115;2004;136;136;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1983;115;115;2005;137;137;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1983;115;115;2006;138;138;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1983;115;115;2007;139;139;229;12
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1983;115;115;2008;140;140;265;12
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1983;115;115;2009;141;141;86;6
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1983;115;115;2010;142;142;196;10
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1984;116;116;2003;135;135;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1984;116;116;2004;136;136;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1984;116;116;2005;137;137;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1984;116;116;2007;139;139;148;10
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1984;116;116;2008;140;140;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1984;116;116;2009;141;141;274;12
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1984;116;116;2010;142;142;410;21
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1985;117;117;2004;136;136;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1985;117;117;2005;137;137;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1985;117;117;2006;138;138;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1985;117;117;2007;139;139;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1985;117;117;2008;140;140;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1985;117;117;2009;141;141;295;19
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1985;117;117;2010;142;142;128;8
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1986;118;118;2003;135;135;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1986;118;118;2005;137;137;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1986;118;118;2006;138;138;74;6
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1986;118;118;2007;139;139;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1986;118;118;2008;140;140;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1986;118;118;2009;141;141;231;9
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1986;118;118;2010;142;142;100;8
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1987;119;119;2004;136;136;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1987;119;119;2005;137;137;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1987;119;119;2006;138;138;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1987;119;119;2007;139;139;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1987;119;119;2008;140;140;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1987;119;119;2009;141;141;150;10
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1987;119;119;2010;142;142;89;9
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1988;120;120;2007;139;139;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1988;120;120;2009;141;141;174;10
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1988;120;120;2010;142;142;350;19
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1989;121;121;2006;138;138;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1989;121;121;2008;140;140;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1989;121;121;2009;141;141;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1989;121;121;2010;142;142;221;16
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1990;122;122;2006;138;138;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1990;122;122;2009;141;141;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1990;122;122;2010;142;142;284;18
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1991;123;123;2008;140;140;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1991;123;123;2009;141;141;X;X
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1991;123;123;2010;142;142;245;10
9239;Região Metropolitana, colar, etc (2010);23;RM Curitiba;1;2010;8030;31/07/2010;Feminino;2;2;1992;124;124;2006;138;138;X;X
